FACT_DATE,COLLATERAL_TYPE,SECURITY_TYPE,MARKET_VALUE_EUR,COLLATERAL_VALUE_EUR
30/09/2021,B,STATE AGENCIES,1489849643,1343010555
30/09/2021,B,STATE/MUNICIPAL BONDS,2918109428,2753863547
30/09/2021,B,SUPRANATIONAL BONDS,1837757715,1749781204
30/09/2021,B,UNCOVERED BANK BONDS,3108760218,2796739209
30/09/2021,C,null,23468621356,23416454334
30/09/2021,S,STOCKS,2227534348,1700855317
01/10/2021,B,CORPORATE BONDS,1188601920,1045035343
01/10/2021,B,CORPORATE BONDS - SOVEREIG,40763913,36848034
01/10/2021,B,COVERED BANK BONDS,4467676143,4075165406
01/10/2021,B,SOVEREIGN GOVERNMENT BONDS,35152035045,31651603240
01/10/2021,B,STATE AGENCIES,1556400398,1408826572
01/10/2021,B,STATE/MUNICIPAL BONDS,2868852482,2707294257
01/10/2021,B,SUPRANATIONAL BONDS,2076469628,1974660089
01/10/2021,B,UNCOVERED BANK BONDS,3116490699,2803367632
01/10/2021,C,null,23432362141,23381179450
01/10/2021,S,STOCKS,2144396740,1638298471
04/10/2021,B,CORPORATE BONDS,1202272627,981409793
04/10/2021,B,CORPORATE BONDS - SOVEREIG,40376050,38608636
04/10/2021,B,COVERED BANK BONDS,4520049248,4392084720
04/10/2021,B,SOVEREIGN GOVERNMENT BONDS,34532150464,32067274400
04/10/2021,B,STATE AGENCIES,1494483952,1429996100
04/10/2021,B,STATE/MUNICIPAL BONDS,2818243341,2703612618
04/10/2021,B,SUPRANATIONAL BONDS,1980555306,1902322980
04/10/2021,B,UNCOVERED BANK BONDS,3168355646,2731734095
04/10/2021,C,null,23320809625,23265902128
04/10/2021,S,STOCKS,2154250686,1650957126
05/10/2021,B,CORPORATE BONDS,1149631207,953715727
05/10/2021,B,CORPORATE BONDS - SOVEREIG,40381350,38613930
05/10/2021,B,COVERED BANK BONDS,4507801953,4387670370
05/10/2021,B,SOVEREIGN GOVERNMENT BONDS,34109329677,31670139152
05/10/2021,B,STATE AGENCIES,1448459269,1388912041
05/10/2021,B,STATE/MUNICIPAL BONDS,2817330653,2701275496
05/10/2021,B,SUPRANATIONAL BONDS,2146787748,2058919099
05/10/2021,B,UNCOVERED BANK BONDS,3142556431,2708130903
05/10/2021,C,null,23207546786,23133843606
05/10/2021,S,STOCKS,2175327129,1667119564
06/10/2021,B,CORPORATE BONDS,1163201626,965883012
06/10/2021,B,CORPORATE BONDS - SOVEREIG,40306850,38546149
06/10/2021,B,COVERED BANK BONDS,4475668259,4344231111
06/10/2021,B,SOVEREIGN GOVERNMENT BONDS,33588906486,31195970665
06/10/2021,B,STATE AGENCIES,1752472534,1678666241
06/10/2021,B,STATE/MUNICIPAL BONDS,2811881830,2701376273
06/10/2021,B,SUPRANATIONAL BONDS,2299659973,2204973444
06/10/2021,B,UNCOVERED BANK BONDS,3121615873,2689535232
06/10/2021,C,null,23849596308,23794452585
06/10/2021,S,STOCKS,2149173807,1649036312
07/10/2021,B,CORPORATE BONDS,1137818453,944769958
07/10/2021,B,CORPORATE BONDS - SOVEREIG,45810700,43812382
07/10/2021,B,COVERED BANK BONDS,4634049369,4498893178
07/10/2021,B,SOVEREIGN GOVERNMENT BONDS,33767940175,31362220765
07/10/2021,B,STATE AGENCIES,1742408239,1667204866
07/10/2021,B,STATE/MUNICIPAL BONDS,2795117001,2680079941
07/10/2021,B,SUPRANATIONAL BONDS,2298086887,2201532113
07/10/2021,B,UNCOVERED BANK BONDS,3076377732,2650025511
07/10/2021,C,null,23118228865,23060944354
07/10/2021,S,STOCKS,2184813096,1673025209
08/10/2021,B,CORPORATE BONDS,1188449884,989000286
08/10/2021,B,CORPORATE BONDS - SOVEREIG,53914809,51985440
08/10/2021,B,COVERED BANK BONDS,5041487638,4894913543
08/10/2021,B,SOVEREIGN GOVERNMENT BONDS,33678228447,31276137152
08/10/2021,B,STATE AGENCIES,1895374763,1813452482
08/10/2021,B,STATE/MUNICIPAL BONDS,2772190012,2657174799
08/10/2021,B,SUPRANATIONAL BONDS,2330169669,2231260726
08/10/2021,B,UNCOVERED BANK BONDS,3142321500,2707386824
08/10/2021,C,null,22907930783,22850639174
08/10/2021,S,STOCKS,2160354970,1656260798
11/10/2021,B,CORPORATE BONDS,1192792799,992927713
11/10/2021,B,CORPORATE BONDS - SOVEREIG,56051453,54082916
11/10/2021,B,COVERED BANK BONDS,5125010952,4978136393
11/10/2021,B,SOVEREIGN GOVERNMENT BONDS,33552364632,31158801071
11/10/2021,B,STATE AGENCIES,1923753188,1850291046
11/10/2021,B,STATE/MUNICIPAL BONDS,2666667571,2561148781
11/10/2021,B,SUPRANATIONAL BONDS,2268010291,2169230717
11/10/2021,B,UNCOVERED BANK BONDS,3138229952,2704156915
11/10/2021,C,null,22813647109,22755839817
11/10/2021,S,STOCKS,2232294874,1713046514
12/10/2021,B,CORPORATE BONDS,1200641072,1000823666
12/10/2021,B,CORPORATE BONDS - SOVEREIG,60716361,58249830
12/10/2021,B,COVERED BANK BONDS,5049180132,4900462945
12/10/2021,B,SOVEREIGN GOVERNMENT BONDS,33911779743,31456422858
12/10/2021,B,STATE AGENCIES,1940164551,1852839727
12/10/2021,B,STATE/MUNICIPAL BONDS,2612300193,2502955440
12/10/2021,B,SUPRANATIONAL BONDS,2306841315,2205058869
12/10/2021,B,UNCOVERED BANK BONDS,3299301374,2818018194
12/10/2021,C,null,22539120987,22486378201
12/10/2021,S,STOCKS,2212026802,1696556500
13/10/2021,B,CORPORATE BONDS,1252657319,1044949172
13/10/2021,B,CORPORATE BONDS - SOVEREIG,61077762,58604460
13/10/2021,B,COVERED BANK BONDS,5119740203,4972698302
13/10/2021,B,SOVEREIGN GOVERNMENT BONDS,34058639733,31600841121
13/10/2021,B,STATE AGENCIES,2010201097,1907800661
13/10/2021,B,STATE/MUNICIPAL BONDS,2629814359,2519282241
13/10/2021,B,SUPRANATIONAL BONDS,2243099826,2145481513
13/10/2021,B,UNCOVERED BANK BONDS,3373279507,2891008691
13/10/2021,C,null,23474476332,23397790133
13/10/2021,S,STOCKS,2205634595,1693826931
14/10/2021,B,CORPORATE BONDS,1284914291,1072321224
14/10/2021,B,CORPORATE BONDS - SOVEREIG,47444350,45768783
14/10/2021,B,COVERED BANK BONDS,5217442023,5070692378
14/10/2021,B,SOVEREIGN GOVERNMENT BONDS,33979769800,31534323005
14/10/2021,B,STATE AGENCIES,1985938515,1886357460
14/10/2021,B,STATE/MUNICIPAL BONDS,2592034365,2481878439
14/10/2021,B,SUPRANATIONAL BONDS,2104951830,2015304288
14/10/2021,B,UNCOVERED BANK BONDS,3357553009,2879895187
14/10/2021,C,null,23995475421,23935499061
14/10/2021,S,STOCKS,2229875420,1713583606
15/10/2021,B,CORPORATE BONDS,1300923203,1088605823
15/10/2021,B,CORPORATE BONDS - SOVEREIG,49791351,47637359
15/10/2021,B,COVERED BANK BONDS,5184295305,5052101855
15/10/2021,B,SOVEREIGN GOVERNMENT BONDS,33424757939,30969393501
15/10/2021,B,STATE AGENCIES,1994084432,1893957013
15/10/2021,B,STATE/MUNICIPAL BONDS,2631938232,2520163885
15/10/2021,B,SUPRANATIONAL BONDS,2116227518,2022866893
15/10/2021,B,UNCOVERED BANK BONDS,3430153330,2947524361
15/10/2021,C,null,25514689000,25461014321
15/10/2021,S,STOCKS,1982245665,1519133025
18/10/2021,B,CORPORATE BONDS,1422232766,1193459145
18/10/2021,B,CORPORATE BONDS - SOVEREIG,61670133,59005479
18/10/2021,B,COVERED BANK BONDS,5082410446,4933625207
18/10/2021,B,SOVEREIGN GOVERNMENT BONDS,34653639175,32100601646
18/10/2021,B,STATE AGENCIES,1979014200,1883046558
18/10/2021,B,STATE/MUNICIPAL BONDS,2609310943,2499843118
18/10/2021,B,SUPRANATIONAL BONDS,1875210789,1788316886
18/10/2021,B,UNCOVERED BANK BONDS,3450455459,2971154356
18/10/2021,C,null,24540340936,24491333091
18/10/2021,S,STOCKS,1957573255,1498524644
19/10/2021,B,CORPORATE BONDS,1378584222,1153376488
19/10/2021,B,CORPORATE BONDS - SOVEREIG,62031540,59382951
19/10/2021,B,COVERED BANK BONDS,5002078986,4831908682
19/10/2021,B,SOVEREIGN GOVERNMENT BONDS,34700739496,32140230878
19/10/2021,B,STATE AGENCIES,2035072217,1929261580
19/10/2021,B,STATE/MUNICIPAL BONDS,2596730480,2487413181
19/10/2021,B,SUPRANATIONAL BONDS,2016705416,1916868373
19/10/2021,B,UNCOVERED BANK BONDS,3436924835,2955398084
19/10/2021,C,null,23906132730,23846394041
19/10/2021,S,STOCKS,1911098424,1463734673
20/10/2021,B,CORPORATE BONDS,1348312994,1127347868
20/10/2021,B,CORPORATE BONDS - SOVEREIG,61594999,58959727
20/10/2021,B,COVERED BANK BONDS,5000231851,4831114376
20/10/2021,B,SOVEREIGN GOVERNMENT BONDS,35011810678,32438560665
20/10/2021,B,STATE AGENCIES,1996993528,1895332116
20/10/2021,B,STATE/MUNICIPAL BONDS,2690387930,2575626197
20/10/2021,B,SUPRANATIONAL BONDS,2049563979,1944062480
20/10/2021,B,UNCOVERED BANK BONDS,3317207132,2869409672
20/10/2021,C,null,23139478371,23086922000
20/10/2021,S,STOCKS,1957120177,1499527414
21/10/2021,B,CORPORATE BONDS,1351377191,1129293664
21/10/2021,B,CORPORATE BONDS - SOVEREIG,55583541,53444561
21/10/2021,B,COVERED BANK BONDS,4923768355,4757961215
21/10/2021,B,SOVEREIGN GOVERNMENT BONDS,35082486878,32506761066
21/10/2021,B,STATE AGENCIES,1992653843,1890371884
21/10/2021,B,STATE/MUNICIPAL BONDS,2742539427,2624342004
21/10/2021,B,SUPRANATIONAL BONDS,1944022060,1847022230
21/10/2021,B,UNCOVERED BANK BONDS,3305673029,2858011164
21/10/2021,C,null,23410369124,23356816726
21/10/2021,S,STOCKS,1954516682,1499992138
22/10/2021,B,CORPORATE BONDS,1356417684,1134675571
22/10/2021,B,CORPORATE BONDS - SOVEREIG,55507455,53395396
22/10/2021,B,COVERED BANK BONDS,5021212718,4856089305
22/10/2021,B,SOVEREIGN GOVERNMENT BONDS,35487497955,32887617204
22/10/2021,B,STATE AGENCIES,2167006361,2057897131
22/10/2021,B,STATE/MUNICIPAL BONDS,2749717360,2627833607
22/10/2021,B,SUPRANATIONAL BONDS,1920320626,1830949003
22/10/2021,B,UNCOVERED BANK BONDS,3237663971,2798811119
22/10/2021,C,null,23412515596,23354602570
22/10/2021,S,STOCKS,1951357893,1498609905
25/10/2021,B,CORPORATE BONDS,1280470958,1072394253
25/10/2021,B,CORPORATE BONDS - SOVEREIG,55493682,53384929
25/10/2021,B,COVERED BANK BONDS,4970245661,4808535262
25/10/2021,B,SOVEREIGN GOVERNMENT BONDS,35470191891,32852030724
25/10/2021,B,STATE AGENCIES,2175894639,2065565011
25/10/2021,B,STATE/MUNICIPAL BONDS,2721192323,2600470709
25/10/2021,B,SUPRANATIONAL BONDS,2018226421,1916387085
25/10/2021,B,UNCOVERED BANK BONDS,3316614142,2864828915
25/10/2021,C,null,23338033844,23286989219
25/10/2021,S,STOCKS,1973166407,1514717651
26/10/2021,B,CORPORATE BONDS,1266153404,1058739500
26/10/2021,B,CORPORATE BONDS - SOVEREIG,55524960,53393155
26/10/2021,B,COVERED BANK BONDS,4892437741,4733928770
26/10/2021,B,SOVEREIGN GOVERNMENT BONDS,35767853923,33117455115
26/10/2021,B,STATE AGENCIES,2148923682,2039428717
26/10/2021,B,STATE/MUNICIPAL BONDS,2626072175,2508234500
26/10/2021,B,SUPRANATIONAL BONDS,2156866176,2049029549
26/10/2021,B,UNCOVERED BANK BONDS,3315133905,2862738723
26/10/2021,C,null,23430995354,23379646039
26/10/2021,S,STOCKS,1949978860,1487698745
27/10/2021,B,CORPORATE BONDS,1262801489,1055691052
27/10/2021,B,CORPORATE BONDS - SOVEREIG,55526905,53400118
27/10/2021,B,COVERED BANK BONDS,5005544856,4844161260
27/10/2021,B,SOVEREIGN GOVERNMENT BONDS,36135094166,33447179258
27/10/2021,B,STATE AGENCIES,2145577406,2036795096
27/10/2021,B,STATE/MUNICIPAL BONDS,2698628583,2577528195
27/10/2021,B,SUPRANATIONAL BONDS,2060224857,1954765756
27/10/2021,B,UNCOVERED BANK BONDS,3272726186,2826906891
27/10/2021,C,null,24395124263,24338032537
27/10/2021,S,STOCKS,1951851368,1491088654
28/10/2021,B,CORPORATE BONDS,1246628056,1042105521
28/10/2021,B,CORPORATE BONDS - SOVEREIG,40108600,38368396
28/10/2021,B,COVERED BANK BONDS,5190849808,5023053388
28/10/2021,B,SOVEREIGN GOVERNMENT BONDS,36297559618,33580609302
28/10/2021,B,STATE AGENCIES,2190602509,2074967504
28/10/2021,B,STATE/MUNICIPAL BONDS,2607607867,2488964224
28/10/2021,B,SUPRANATIONAL BONDS,2140002583,2029257731
28/10/2021,B,UNCOVERED BANK BONDS,3270975687,2823165757
28/10/2021,C,null,24244409142,24184944489
28/10/2021,S,STOCKS,2052495020,1570264075
29/10/2021,B,CORPORATE BONDS,1219391184,1017299428
29/10/2021,B,CORPORATE BONDS - SOVEREIG,40035150,38300479
29/10/2021,B,COVERED BANK BONDS,5091536703,4928508807
29/10/2021,B,SOVEREIGN GOVERNMENT BONDS,35895250120,33231078839
29/10/2021,B,STATE AGENCIES,2308604440,2195278205
29/10/2021,B,STATE/MUNICIPAL BONDS,2651682014,2535970256
29/10/2021,B,SUPRANATIONAL BONDS,2095759378,1989444342
29/10/2021,B,UNCOVERED BANK BONDS,3074117969,2660373573
29/10/2021,C,null,25131581716,25072391954
29/10/2021,S,STOCKS,2071643809,1582350737
01/11/2021,B,CORPORATE BONDS,1248939832,1044458377
01/11/2021,B,CORPORATE BONDS - SOVEREIG,55005175,52737882
01/11/2021,B,COVERED BANK BONDS,5199387953,5033513143
01/11/2021,B,SOVEREIGN GOVERNMENT BONDS,35767776774,33089418205
01/11/2021,B,STATE AGENCIES,2340924864,2218594081
01/11/2021,B,STATE/MUNICIPAL BONDS,2694378919,2575175019
01/11/2021,B,SUPRANATIONAL BONDS,2158985102,2046147626
01/11/2021,B,UNCOVERED BANK BONDS,3058684396,2647901333
01/11/2021,C,null,25218548239,25159883786
01/11/2021,S,STOCKS,2093075639,1600901340
02/11/2021,B,CORPORATE BONDS,1239142573,1028652740
02/11/2021,B,CORPORATE BONDS - SOVEREIG,45684302,43698241
02/11/2021,B,COVERED BANK BONDS,5108631629,4948761910
02/11/2021,B,SOVEREIGN GOVERNMENT BONDS,35834952661,33137377085
02/11/2021,B,STATE AGENCIES,2351571150,2231119536
02/11/2021,B,STATE/MUNICIPAL BONDS,2736212009,2617345126
02/11/2021,B,SUPRANATIONAL BONDS,2267912355,2151343445
02/11/2021,B,UNCOVERED BANK BONDS,3032520586,2624016148
02/11/2021,C,null,26134105955,26074432342
02/11/2021,S,STOCKS,2112779419,1617278603
03/11/2021,B,CORPORATE BONDS,1232649552,1022586043
03/11/2021,B,CORPORATE BONDS - SOVEREIG,45622600,43653348
03/11/2021,B,COVERED BANK BONDS,5171091775,5007091105
03/11/2021,B,SOVEREIGN GOVERNMENT BONDS,36192496348,33471730230
03/11/2021,B,STATE AGENCIES,2331740567,2209991826
03/11/2021,B,STATE/MUNICIPAL BONDS,2756145015,2635529047
03/11/2021,B,SUPRANATIONAL BONDS,2342953826,2223779892
03/11/2021,B,UNCOVERED BANK BONDS,3045878378,2635829795
03/11/2021,C,null,24770042511,24717055118
03/11/2021,S,STOCKS,2177976286,1668232918
04/11/2021,B,CORPORATE BONDS,1239874619,1029272230
04/11/2021,B,CORPORATE BONDS - SOVEREIG,45621300,43663158
04/11/2021,B,COVERED BANK BONDS,5214050153,5049061751
04/11/2021,B,SOVEREIGN GOVERNMENT BONDS,36113395496,33416069692
04/11/2021,B,STATE AGENCIES,2215415425,2099186484
04/11/2021,B,STATE/MUNICIPAL BONDS,2734290436,2614873521
04/11/2021,B,SUPRANATIONAL BONDS,2463088233,2341632392
04/11/2021,B,UNCOVERED BANK BONDS,3015500883,2614554154
04/11/2021,C,null,25424043963,25367946374
04/11/2021,S,STOCKS,2203784059,1691225790
05/11/2021,B,CORPORATE BONDS,1338462227,1095542091
05/11/2021,B,CORPORATE BONDS - SOVEREIG,40231050,38484977
05/11/2021,B,COVERED BANK BONDS,5295569879,5126080438
05/11/2021,B,SOVEREIGN GOVERNMENT BONDS,35689097091,33005839488
05/11/2021,B,STATE AGENCIES,2103857982,1989467303
05/11/2021,B,STATE/MUNICIPAL BONDS,2737709956,2617103862
05/11/2021,B,SUPRANATIONAL BONDS,2769527439,2638464518
05/11/2021,B,UNCOVERED BANK BONDS,3080652614,2671993953
05/11/2021,C,null,25651707899,25595782157
05/11/2021,S,STOCKS,2168580781,1653198163
08/11/2021,B,CORPORATE BONDS,1344205747,1116437484
08/11/2021,B,CORPORATE BONDS - SOVEREIG,40266600,38518661
08/11/2021,B,COVERED BANK BONDS,5484839586,5311909833
08/11/2021,B,SOVEREIGN GOVERNMENT BONDS,35367363165,32681033681
08/11/2021,B,STATE AGENCIES,2204388265,2092292567
08/11/2021,B,STATE/MUNICIPAL BONDS,2876744498,2752556753
08/11/2021,B,SUPRANATIONAL BONDS,2917249550,2779324750
08/11/2021,B,UNCOVERED BANK BONDS,3056276592,2651103527
08/11/2021,C,null,25545947386,25487764024
08/11/2021,S,STOCKS,2062933653,1577049241
09/11/2021,B,CORPORATE BONDS,1411150406,1173888873
09/11/2021,B,CORPORATE BONDS - SOVEREIG,40240250,38494804
09/11/2021,B,COVERED BANK BONDS,5346494670,5197609861
09/11/2021,B,SOVEREIGN GOVERNMENT BONDS,35953449985,33230814299
09/11/2021,B,STATE AGENCIES,2190829164,2072737068
09/11/2021,B,STATE/MUNICIPAL BONDS,2896792308,2772979625
09/11/2021,B,SUPRANATIONAL BONDS,2751967428,2626413747
09/11/2021,B,UNCOVERED BANK BONDS,3196857399,2767577067
09/11/2021,C,null,25335035645,25274090877
09/11/2021,S,STOCKS,2010565989,1539678723
10/11/2021,B,CORPORATE BONDS,1377268936,1145262020
10/11/2021,B,CORPORATE BONDS - SOVEREIG,40259350,38512528
10/11/2021,B,COVERED BANK BONDS,5500062409,5345242946
10/11/2021,B,SOVEREIGN GOVERNMENT BONDS,36482738801,33706629075
10/11/2021,B,STATE AGENCIES,2156732750,2040318034
10/11/2021,B,STATE/MUNICIPAL BONDS,2927076402,2797098962
10/11/2021,B,SUPRANATIONAL BONDS,2715054271,2591666767
10/11/2021,B,UNCOVERED BANK BONDS,3126033637,2706044319
10/11/2021,C,null,24808156772,24747852522
10/11/2021,S,STOCKS,2080516806,1594032897
11/11/2021,B,CORPORATE BONDS,1395207791,1159897851
11/11/2021,B,CORPORATE BONDS - SOVEREIG,40133400,38396062
11/11/2021,B,COVERED BANK BONDS,5583545446,5429471298
11/11/2021,B,SOVEREIGN GOVERNMENT BONDS,36379679641,33596528363
11/11/2021,B,STATE AGENCIES,2203770121,2087361058
11/11/2021,B,STATE/MUNICIPAL BONDS,2836194816,2715502290
11/11/2021,B,SUPRANATIONAL BONDS,2577482433,2459244148
11/11/2021,B,UNCOVERED BANK BONDS,3209346960,2777108485
11/11/2021,C,null,24766046595,24703456338
11/11/2021,S,STOCKS,2041039952,1564429410
12/11/2021,B,CORPORATE BONDS,1381827946,1146627862
12/11/2021,B,CORPORATE BONDS - SOVEREIG,39998100,38266397
12/11/2021,B,COVERED BANK BONDS,5505430725,5351953265
12/11/2021,B,SOVEREIGN GOVERNMENT BONDS,36942704327,34073033404
12/11/2021,B,STATE AGENCIES,2164876845,2047080182
12/11/2021,B,STATE/MUNICIPAL BONDS,2859593576,2739137950
12/11/2021,B,SUPRANATIONAL BONDS,2656811878,2535973337
12/11/2021,B,UNCOVERED BANK BONDS,3136496526,2712137151
12/11/2021,C,null,25010266865,24947187811
12/11/2021,S,STOCKS,2006034131,1538563584
15/11/2021,B,CORPORATE BONDS,1388373655,1151680277
15/11/2021,B,CORPORATE BONDS - SOVEREIG,40177750,38439416
15/11/2021,B,COVERED BANK BONDS,5523509436,5366809953
15/11/2021,B,SOVEREIGN GOVERNMENT BONDS,37583549352,34605697858
15/11/2021,B,STATE AGENCIES,2172190798,2053368446
15/11/2021,B,STATE/MUNICIPAL BONDS,2847031460,2722910073
15/11/2021,B,SUPRANATIONAL BONDS,2685436658,2559404699
15/11/2021,B,UNCOVERED BANK BONDS,3185317067,2755934550
15/11/2021,C,null,24355716617,24297175096
15/11/2021,S,STOCKS,2034321051,1563017505
16/11/2021,B,CORPORATE BONDS,1363488065,1138395556
16/11/2021,B,CORPORATE BONDS - SOVEREIG,42455224,40248360
16/11/2021,B,COVERED BANK BONDS,5614181504,5459723656
16/11/2021,B,SOVEREIGN GOVERNMENT BONDS,37852487688,34894146180
16/11/2021,B,STATE AGENCIES,2204823129,2080551839
16/11/2021,B,STATE/MUNICIPAL BONDS,3005949195,2878258477
16/11/2021,B,SUPRANATIONAL BONDS,2246834686,2144548284
16/11/2021,B,UNCOVERED BANK BONDS,3300887868,2855674080
16/11/2021,C,null,23952420988,23886235211
16/11/2021,S,STOCKS,2046098978,1570482771
17/11/2021,B,CORPORATE BONDS,1395564458,1158939349
17/11/2021,B,CORPORATE BONDS - SOVEREIG,40128300,38395468
17/11/2021,B,COVERED BANK BONDS,5439762461,5292186011
17/11/2021,B,SOVEREIGN GOVERNMENT BONDS,38341014405,35321621973
17/11/2021,B,STATE AGENCIES,2202971038,2081543145
17/11/2021,B,STATE/MUNICIPAL BONDS,2836469765,2716723264
17/11/2021,B,SUPRANATIONAL BONDS,2292194240,2189352483
17/11/2021,B,UNCOVERED BANK BONDS,3267108226,2822574518
17/11/2021,C,null,23773809511,23705403095
17/11/2021,S,STOCKS,2038750950,1563359093
18/11/2021,B,CORPORATE BONDS,1434458161,1198529527
18/11/2021,B,CORPORATE BONDS - SOVEREIG,40151850,38416857
18/11/2021,B,COVERED BANK BONDS,5645607126,5488699735
18/11/2021,B,SOVEREIGN GOVERNMENT BONDS,38999089967,35909298363
18/11/2021,B,STATE AGENCIES,2262660197,2137665754
18/11/2021,B,STATE/MUNICIPAL BONDS,2980713401,2863211187
18/11/2021,B,SUPRANATIONAL BONDS,2256691383,2153786719
18/11/2021,B,UNCOVERED BANK BONDS,3257198327,2808927165
18/11/2021,C,null,24090343739,24016861789
18/11/2021,S,STOCKS,1803101561,1386760013
19/11/2021,B,CORPORATE BONDS,1438010876,1201008558
19/11/2021,B,CORPORATE BONDS - SOVEREIG,40174050,38438015
19/11/2021,B,COVERED BANK BONDS,5581765632,5426212136
19/11/2021,B,SOVEREIGN GOVERNMENT BONDS,38301906376,35223059723
19/11/2021,B,STATE AGENCIES,2351266790,2220259260
19/11/2021,B,STATE/MUNICIPAL BONDS,3027991320,2908572543
19/11/2021,B,SUPRANATIONAL BONDS,2264274833,2164287990
19/11/2021,B,UNCOVERED BANK BONDS,3310709630,2862224062
19/11/2021,C,null,24507824006,24438528706
19/11/2021,S,STOCKS,1768999068,1360103162
22/11/2021,B,CORPORATE BONDS,1477679821,1240451252
22/11/2021,B,CORPORATE BONDS - SOVEREIG,40225100,38486838
22/11/2021,B,COVERED BANK BONDS,5599272073,5449457981
22/11/2021,B,SOVEREIGN GOVERNMENT BONDS,37768473748,34779794346
22/11/2021,B,STATE AGENCIES,2511240708,2375208872
22/11/2021,B,STATE/MUNICIPAL BONDS,3128877412,3003844775
22/11/2021,B,SUPRANATIONAL BONDS,1958779567,1872618204
22/11/2021,B,UNCOVERED BANK BONDS,3212067068,2771754435
22/11/2021,C,null,24967040793,24890159826
22/11/2021,S,STOCKS,1744882484,1340930358
23/11/2021,B,CORPORATE BONDS,1469645675,1239701943
23/11/2021,B,CORPORATE BONDS - SOVEREIG,40143350,38412271
23/11/2021,B,COVERED BANK BONDS,5468617476,5328808171
23/11/2021,B,SOVEREIGN GOVERNMENT BONDS,37165357858,34218550370
23/11/2021,B,STATE AGENCIES,2490931698,2362891077
23/11/2021,B,STATE/MUNICIPAL BONDS,3219111354,3096426435
23/11/2021,B,SUPRANATIONAL BONDS,2015695357,1921601986
23/11/2021,B,UNCOVERED BANK BONDS,3183156203,2744974055
23/11/2021,C,null,26002936821,25925734305
23/11/2021,S,STOCKS,1742174630,1336878147
24/11/2021,B,CORPORATE BONDS,1492231076,1257753094
24/11/2021,B,CORPORATE BONDS - SOVEREIG,40102500,38375687
24/11/2021,B,COVERED BANK BONDS,5498307567,5351972501
24/11/2021,B,SOVEREIGN GOVERNMENT BONDS,37845159431,34885811245
24/11/2021,B,STATE AGENCIES,2352057936,2229374346
24/11/2021,B,STATE/MUNICIPAL BONDS,3069301783,2949208531
24/11/2021,B,SUPRANATIONAL BONDS,2174195549,2063234286
24/11/2021,B,UNCOVERED BANK BONDS,3113394354,2687794433
24/11/2021,C,null,25186353755,25104401444
24/11/2021,S,STOCKS,1753270064,1347606374
25/11/2021,B,CORPORATE BONDS,1520838502,1278518864
25/11/2021,B,CORPORATE BONDS - SOVEREIG,40207755,38472328
25/11/2021,B,COVERED BANK BONDS,5297107991,5156753304
25/11/2021,B,SOVEREIGN GOVERNMENT BONDS,38283186238,35302267652
25/11/2021,B,STATE AGENCIES,2267564068,2147795587
25/11/2021,B,STATE/MUNICIPAL BONDS,3166742578,3042424748
25/11/2021,B,SUPRANATIONAL BONDS,2129954288,2027279767
25/11/2021,B,UNCOVERED BANK BONDS,3174754264,2739091006
25/11/2021,C,null,24333844106,24248131466
25/11/2021,S,STOCKS,1716185671,1316374926
26/11/2021,B,CORPORATE BONDS,1527284236,1283260510
26/11/2021,B,CORPORATE BONDS - SOVEREIG,40284181,38543474
26/11/2021,B,COVERED BANK BONDS,5232037632,5062233658
26/11/2021,B,SOVEREIGN GOVERNMENT BONDS,38858367777,35839401385
26/11/2021,B,STATE AGENCIES,2153874307,2032609842
26/11/2021,B,STATE/MUNICIPAL BONDS,3297677382,3166656381
26/11/2021,B,SUPRANATIONAL BONDS,1919054608,1831819197
26/11/2021,B,UNCOVERED BANK BONDS,3238805623,2796751647
26/11/2021,C,null,28065156875,27954498083
26/11/2021,S,STOCKS,1664840795,1259277122
29/11/2021,B,CORPORATE BONDS,1440255141,1233195921
29/11/2021,B,CORPORATE BONDS - SOVEREIG,40290216,38550594
29/11/2021,B,COVERED BANK BONDS,5092681657,4976285324
29/11/2021,B,SOVEREIGN GOVERNMENT BONDS,38982778938,35955940102
29/11/2021,B,STATE AGENCIES,2230311135,2111945752
29/11/2021,B,STATE/MUNICIPAL BONDS,3249077676,3116528976
29/11/2021,B,SUPRANATIONAL BONDS,1978033092,1893686874
29/11/2021,B,UNCOVERED BANK BONDS,3109441628,2688323506
29/11/2021,C,null,26511718136,26422374487
29/11/2021,S,STOCKS,1597716626,1210969504
30/11/2021,B,CORPORATE BONDS,1483126281,1270973491
30/11/2021,B,CORPORATE BONDS - SOVEREIG,40308124,38566750
30/11/2021,B,COVERED BANK BONDS,5215666687,5094904260
30/11/2021,B,SOVEREIGN GOVERNMENT BONDS,39092165935,36082968141
30/11/2021,B,STATE AGENCIES,2085216657,1971135805
30/11/2021,B,STATE/MUNICIPAL BONDS,3378228022,3282517361
30/11/2021,B,SUPRANATIONAL BONDS,1856224176,1782988670
30/11/2021,B,UNCOVERED BANK BONDS,3161746400,2738263430
30/11/2021,C,null,27005799820,26912037770
30/11/2021,S,STOCKS,1645935466,1251636781
01/12/2021,B,CORPORATE BONDS,1504196813,1289739186
01/12/2021,B,CORPORATE BONDS - SOVEREIG,40251198,38514010
01/12/2021,B,COVERED BANK BONDS,5220728668,5102324474
01/12/2021,B,SOVEREIGN GOVERNMENT BONDS,38405695756,35455307611
01/12/2021,B,STATE AGENCIES,2110970767,1995543630
