FACT_DATE,REQUIREMENT_CURRENT,REQUIREMENT_EOP
05/03/2019,3186504575,3168978658
06/03/2019,3196308037,3168978658
07/03/2019,3211714692,3173978658
08/03/2019,3221775932,3173978658
11/03/2019,3230014508,3173978658
12/03/2019,3237427520,3173978658
13/03/2019,3212162135,3140639839
14/03/2019,3220271970,3140639839
15/03/2019,3229483078,3140639839
18/03/2019,3238172241,3140639839
19/03/2019,3190307125,3093004794
20/03/2019,3194496935,3093004794
21/03/2019,3198935153,3093004794
22/03/2019,3207811644,3093004794
25/03/2019,3211864670,3093004794
26/03/2019,3215222282,3093004794
27/03/2019,3220794754,3093004794
28/03/2019,3226220989,3093004794
29/03/2019,3231065362,3093004794
01/04/2019,3274129139,3268978261
02/04/2019,3279346468,3268978261
03/04/2019,3284159695,3268978261
04/04/2019,3290240764,3268978261
05/04/2019,3297621126,3268978261
08/04/2019,3304411583,3268978261
09/04/2019,3314205666,3268978261
10/04/2019,3325265626,3268978261
11/04/2019,3337621817,3268978261
12/04/2019,3347303263,3268978261
15/04/2019,3358555202,3268978261
16/04/2019,3370037549,3268978261
17/04/2019,3380970498,3268978261
18/04/2019,3392215626,3268978261
23/04/2019,3402841955,3268978261
24/04/2019,3411456730,3268978261
25/04/2019,3422254739,3268978261
26/04/2019,3434890201,3268978261
29/04/2019,3453047694,3273978261
30/04/2019,3464729315,3273978261
02/05/2019,3475812690,3464729315
03/05/2019,3517106165,3493843208
06/05/2019,3525827750,3492843208
07/05/2019,3533863718,3492843208
08/05/2019,3543793075,3492843208
09/05/2019,3555361509,3492843208
10/05/2019,3568424718,3492843208
13/05/2019,3582156443,3492843208
14/05/2019,3597557903,3492843208
15/05/2019,3612375773,3492843208
16/05/2019,3626122528,3492843208
17/05/2019,3639662990,3492843208
20/05/2019,3647387591,3492843208
21/05/2019,3653608505,3492843208
22/05/2019,3658742595,3492843208
23/05/2019,3662315955,3492843208
24/05/2019,3666104460,3492843208
27/05/2019,3667536741,3492843208
28/05/2019,3668064820,3492843208
29/05/2019,3667768397,3492843208
30/05/2019,3667152167,3492843208
31/05/2019,3664503767,3492843208
03/06/2019,3700555825,3706640140
04/06/2019,3691286732,3706640140
05/06/2019,3680796961,3706640140
06/06/2019,3672785962,3706640140
07/06/2019,3665079125,3706640140
10/06/2019,3653057858,3706640140
11/06/2019,3638916757,3706640140
12/06/2019,3623655195,3706640140
13/06/2019,3608552890,3706640140
14/06/2019,3593162169,3706640140
17/06/2019,3579115573,3706640140
18/06/2019,3569198403,3706640140
19/06/2019,3558119382,3706640140
20/06/2019,3542857878,3701640140
21/06/2019,3534300077,3701640140
24/06/2019,3525733599,3701640140
25/06/2019,3513877088,3701640140
26/06/2019,3501459734,3701640140
27/06/2019,3489675963,3701640140
28/06/2019,3477189677,3701640140
01/07/2019,3426504692,3433633818
02/07/2019,3419710756,3433633818
03/07/2019,3414999237,3433633818
04/07/2019,3411359216,3433633818
05/07/2019,3406759102,3433633818
08/07/2019,3405061688,3433633818
09/07/2019,3403325151,3433633818
10/07/2019,3401813934,3433633818
11/07/2019,3400701555,3433633818
12/07/2019,3399671427,3433633818
15/07/2019,3400775066,3434633818
16/07/2019,3400869523,3434633818
17/07/2019,3401609704,3434633818
18/07/2019,3400700664,3434633818
19/07/2019,3398321277,3434633818
22/07/2019,3398810765,3434633818
23/07/2019,3400436606,3434633818
24/07/2019,3402826081,3434633818
25/07/2019,3404883881,3434633818
26/07/2019,3406145286,3434633818
29/07/2019,3409010571,3434633818
30/07/2019,3407551850,3434633818
31/07/2019,3406868389,3434633818
01/08/2019,3431483362,3431629187
02/08/2019,3428909943,3431629187
05/08/2019,3422347065,3426838200
06/08/2019,3422777448,3426838200
07/08/2019,3423236111,3426838200
08/08/2019,3423476982,3426838200
09/08/2019,3424461176,3426838200
12/08/2019,3424574623,3426838200
13/08/2019,3424259395,3426838200
14/08/2019,3424267942,3426838200
15/08/2019,3428060195,3426838200
16/08/2019,3431922232,3426838200
19/08/2019,3435435372,3426838200
20/08/2019,3437818837,3426838200
21/08/2019,3439945457,3426838200
22/08/2019,3441532529,3426838200
23/08/2019,3443473822,3426838200
26/08/2019,3446018551,3426838200
27/08/2019,3454810275,3432486496
28/08/2019,3459463922,3432486496
29/08/2019,3463426869,3432486496
30/08/2019,3467276699,3432486496
02/09/2019,3493557528,3491224187
03/09/2019,3496217324,3491224187
04/09/2019,3497174107,3490224187
05/09/2019,3499614658,3490224187
06/09/2019,3505291177,3490224187
09/09/2019,3510115282,3490224187
10/09/2019,3512300293,3490224187
11/09/2019,3517201025,3490224187
12/09/2019,3521665827,3490224187
13/09/2019,3525777231,3490224187
16/09/2019,3528749879,3490224187
17/09/2019,3531501684,3490224187
18/09/2019,3534411205,3490224187
19/09/2019,3537933266,3490224187
20/09/2019,3541639246,3490224187
23/09/2019,3544842485,3490224187
24/09/2019,3546913064,3490224187
25/09/2019,3547377461,3490224187
26/09/2019,3543684449,3490224187
27/09/2019,3543902704,3490224187
30/09/2019,3543488730,3490224187
01/10/2019,3555968489,3556637155
02/10/2019,3555084861,3556637155
03/10/2019,3554575849,3556637155
04/10/2019,3554459396,3556637155
07/10/2019,3554642122,3556637155
08/10/2019,3555236713,3556637155
09/10/2019,3550544571,3551637155
10/10/2019,3551575472,3551637155
11/10/2019,3552881577,3551637155
14/10/2019,3554669769,3551637155
15/10/2019,3556953204,3551637155
16/10/2019,3561166436,3551637155
17/10/2019,3565885196,3551637155
18/10/2019,3568311708,3551637155
21/10/2019,3570988308,3551637155
22/10/2019,3573812663,3551637155
23/10/2019,3577265690,3551637155
24/10/2019,3579293873,3551637155
25/10/2019,3585259669,3551637155
28/10/2019,3585851117,3551637155
29/10/2019,3587560128,3551637155
30/10/2019,3587510305,3551637155
31/10/2019,3587053695,3551637155
01/11/2019,3585742028,3587053695
04/11/2019,3583055818,3587053695
05/11/2019,3582236908,3587053695
06/11/2019,3582194032,3587053695
07/11/2019,3582223897,3587053695
08/11/2019,3581687499,3587053695
11/11/2019,3582578774,3587053695
12/11/2019,3584477175,3587053695
13/11/2019,3587062130,3587053695
14/11/2019,3590534640,3587053695
15/11/2019,3594000342,3587053695
18/11/2019,3598363827,3587053695
19/11/2019,3602623911,3587053695
20/11/2019,3606598015,3587053695
21/11/2019,3610131244,3587053695
22/11/2019,3612666872,3587053695
25/11/2019,3614481633,3587053695
26/11/2019,3616182003,3587053695
27/11/2019,3617199076,3587053695
28/11/2019,3616965303,3587053695
29/11/2019,3616178512,3587053695
02/12/2019,3630444310,3630899171
03/12/2019,3630088257,3630899171
04/12/2019,3630077146,3630899171
05/12/2019,3629762125,3630899171
06/12/2019,3629875918,3630899171
09/12/2019,3629870936,3630899171
10/12/2019,3628364814,3630899171
11/12/2019,3628091049,3630899171
12/12/2019,3627804290,3630899171
13/12/2019,3627273720,3630899171
16/12/2019,3627559692,3630899171
17/12/2019,3626531403,3630899171
18/12/2019,3625261406,3630899171
19/12/2019,3624305476,3630899171
20/12/2019,3626683139,3630899171
23/12/2019,3629628906,3629899171
24/12/2019,3630577603,3629899171
27/12/2019,3629021262,3629899171
30/12/2019,3626695459,3629899171
31/12/2019,3622442656,3629899171
02/01/2020,3620333792,3621442656
03/01/2020,3618786020,3621442656
06/01/2020,3616718409,3621442656
07/01/2020,3615945399,3621442656
08/01/2020,3616500375,3621442656
09/01/2020,3636289979,3638919087
10/01/2020,3639250867,3638919087
13/01/2020,3641224370,3638919087
14/01/2020,3644078816,3638919087
15/01/2020,3647748405,3638919087
16/01/2020,3652144894,3638919087
17/01/2020,3656397029,3638919087
20/01/2020,3659608426,3638919087
21/01/2020,3663858006,3638919087
22/01/2020,3667920412,3638919087
23/01/2020,3672014648,3638919087
24/01/2020,3677108891,3638919087
27/01/2020,3680722162,3638919087
28/01/2020,3684489479,3638919087
29/01/2020,3688243699,3638919087
30/01/2020,3690020785,3638919087
31/01/2020,4521256271,3638919087
03/02/2020,4654006311,4652097044
04/02/2020,4656545726,4652097044
05/02/2020,4656105727,4652097044
06/02/2020,4654299693,4652097044
07/02/2020,4657106262,4652097044
10/02/2020,4666725716,4657097044
11/02/2020,4673984135,4657097044
12/02/2020,4684624272,4657097044
13/02/2020,4690716051,4657097044
14/02/2020,4695137423,4657097044
17/02/2020,4699715512,4657097044
18/02/2020,4704375132,4657097044
19/02/2020,4710225499,4657097044
20/02/2020,4714080382,4657097044
21/02/2020,4719104779,4657097044
24/02/2020,4722422166,4657097044
25/02/2020,4724865817,4657097044
26/02/2020,4726664844,4657097044
27/02/2020,4725918001,4657097044
28/02/2020,4724878993,4657097044
02/03/2020,4753811881,4752405422
03/03/2020,4754898879,4752405422
04/03/2020,4757290856,4752405422
05/03/2020,4758728518,4752405422
06/03/2020,4760295469,4752405422
09/03/2020,4763668366,4753405422
10/03/2020,4771768911,4753405422
11/03/2020,4786480481,4753405422
12/03/2020,4809502788,4753405422
13/03/2020,4843894689,4753405422
16/03/2020,4881624863,4753405422
17/03/2020,4935657919,4753405422
18/03/2020,4993621058,4753405422
19/03/2020,5062668999,4753405422
20/03/2020,5144019630,4753405422
23/03/2020,5221617832,4753405422
24/03/2020,5296412700,4753405422
25/03/2020,5374411610,4753405422
26/03/2020,5457909243,4753405422
27/03/2020,5551607922,4753405422
30/03/2020,5645290085,4753405422
31/03/2020,5732493967,4748405422
01/04/2020,6111401676,6005193257
02/04/2020,6217539109,6005193257
03/04/2020,6319508099,6005193257
06/04/2020,6428356435,6005193257
07/04/2020,6539360007,6005193257
08/04/2020,6648929625,6005193257
09/04/2020,6762555616,6005093257
14/04/2020,6873361018,6005093257
15/04/2020,6979149495,6005093257
16/04/2020,7086438769,6005093257
17/04/2020,7198182112,6005093257
20/04/2020,7309603556,6005093257
21/04/2020,7409178977,6005093257
22/04/2020,7501647238,6005093257
23/04/2020,7585072419,6005093257
24/04/2020,7656998062,6005093257
27/04/2020,7721033506,6005093257
28/04/2020,7770020926,6005093257
29/04/2020,7810736148,6005093257
30/04/2020,7832111224,6005093257
04/05/2020,7851389301,7832111224
05/05/2020,7865696747,7832111224
06/05/2020,7860868154,7833111224
07/05/2020,7868759146,7833111224
08/05/2020,7877869413,7833111224
11/05/2020,7879274194,7833111224
12/05/2020,7877297427,7833111224
13/05/2020,7865429727,7833111224
14/05/2020,7850940481,7833111224
15/05/2020,7840279954,7833111224
18/05/2020,7830839631,7833111224
19/05/2020,7819438572,7833111224
20/05/2020,7808207334,7833111224
21/05/2020,7792371471,7833111224
22/05/2020,7772478047,7833111224
25/05/2020,7752751821,7833111224
26/05/2020,7726800785,7833111224
27/05/2020,7700625246,7833111224
28/05/2020,7678598374,7833111224
29/05/2020,7653388934,7833111224
01/06/2020,7621552833,7653388934
02/06/2020,7586550292,7653388934
03/06/2020,7559019374,7653388934
04/06/2020,7531859903,7653388934
05/06/2020,7505104047,7653388934
08/06/2020,7476472040,7653388934
09/06/2020,7447066086,7653388934
10/06/2020,7414453660,7653388934
11/06/2020,7378556990,7653388934
12/06/2020,7343117839,7653388934
15/06/2020,7311088884,7653388934
16/06/2020,7278830286,7653388934
17/06/2020,7247193400,7653388934
18/06/2020,7221045132,7653388934
19/06/2020,7204190057,7653688934
22/06/2020,7175254355,7653688934
23/06/2020,7138233421,7653688934
24/06/2020,7096292617,7652688934
25/06/2020,7056972040,7652688934
26/06/2020,7010955836,7652688934
29/06/2020,6966755164,7652688934
30/06/2020,6923162986,7652688934
01/07/2020,6879942013,6923162986
02/07/2020,6840385551,6923162986
03/07/2020,6800156705,6923162986
06/07/2020,6759708291,6923162986
07/07/2020,6718235676,6923162986
08/07/2020,6680117406,6923162986
09/07/2020,6638794742,6923162986
10/07/2020,6601593575,6923162986
13/07/2020,6565278810,6923162986
14/07/2020,6530116255,6923162986
15/07/2020,6494521836,6923162986
16/07/2020,6460637658,6923162986
17/07/2020,6425608287,6923162986
20/07/2020,6389161218,6923162986
21/07/2020,6354133145,6923162986
22/07/2020,6319011578,6923162986
23/07/2020,6287110004,6923162986
24/07/2020,6252330514,6923162986
27/07/2020,6222182720,6923162986
28/07/2020,6196838810,6923162986
29/07/2020,6170893828,6923162986
30/07/2020,6139004557,6923162986
31/07/2020,4795792969,6923162986
03/08/2020,4773894614,4795792969
04/08/2020,4755470625,4795792969
05/08/2020,4732151044,4789971888
06/08/2020,4712752352,4789971888
07/08/2020,4696010481,4789971888
10/08/2020,4679642196,4789971888
11/08/2020,4664547681,4789971888
12/08/2020,4650620914,4789971888
13/08/2020,4636185142,4789971888
14/08/2020,4625069352,4789971888
17/08/2020,4615037031,4789971888
18/08/2020,4606169585,4789971888
19/08/2020,4596359237,4789971888
20/08/2020,4586719279,4789971888
21/08/2020,4575689600,4789971888
24/08/2020,4564527847,4789971888
25/08/2020,4553501928,4789971888
26/08/2020,4542288235,4789971888
27/08/2020,4530841633,4789971888
28/08/2020,4518878358,4789971888
31/08/2020,4506467385,4789971888
01/09/2020,4494222264,4505467385
02/09/2020,4485529223,4505467385
03/09/2020,4477697849,4505467385
04/09/2020,4470813251,4505467385
07/09/2020,4462922527,4505467385
08/09/2020,4457754241,4505467385
09/09/2020,4453537624,4505467385
10/09/2020,4447245206,4505467385
11/09/2020,4440638805,4505467385
14/09/2020,4433252633,4505467385
15/09/2020,4426134936,4505467385
16/09/2020,4421654837,4505467385
17/09/2020,4419378298,4505467385
18/09/2020,4419429009,4505467385
21/09/2020,4417600490,4505467385
22/09/2020,4416301350,4505467385
23/09/2020,4416292072,4505467385
24/09/2020,4417730488,4505467385
25/09/2020,4418826027,4505467385
28/09/2020,4420630993,4505467385
29/09/2020,4422505441,4505467385
30/09/2020,4424557459,4505467385
01/10/2020,4426188368,4424557459
02/10/2020,4427190350,4424557459
05/10/2020,4427498339,4423557459
06/10/2020,4428984973,4423557459
07/10/2020,4429949660,4423557459
08/10/2020,4431392674,4423557459
09/10/2020,4432532055,4423557459
12/10/2020,4434009580,4423557459
13/10/2020,4435980184,4423557459
14/10/2020,4437514940,4423557459
15/10/2020,4438659889,4423557459
16/10/2020,4440137956,4423557459
19/10/2020,4441139163,4423557459
20/10/2020,4442144319,4423557459
21/10/2020,4442779235,4423557459
22/10/2020,4443780560,4423557459
23/10/2020,4443839982,4423557459
26/10/2020,4444207269,4423557459
27/10/2020,4444590802,4423557459
28/10/2020,4444345292,4423557459
29/10/2020,4444159220,4423557459
30/10/2020,4443323253,4423557459
02/11/2020,4445113012,4443323253
03/11/2020,4447268119,4443323253
04/11/2020,4449080992,4443323253
05/11/2020,4450704283,4443323253
06/11/2020,4452194027,4443323253
09/11/2020,4453891344,4443323253
10/11/2020,4456420450,4443323253
11/11/2020,4462719818,4443323253
12/11/2020,4463307732,4443323253
13/11/2020,4467526286,4443323253
16/11/2020,4472120958,4443323253
17/11/2020,4476808834,4443323253
18/11/2020,4481853960,4443323253
19/11/2020,4486187090,4443323253
20/11/2020,4491908259,4443323253
23/11/2020,4497457875,4443323253
24/11/2020,4503312812,4443323253
25/11/2020,4508963561,4443323253
26/11/2020,4516409251,4443323253
27/11/2020,4523584336,4443323253
30/11/2020,4530878642,4443323253
01/12/2020,4538172744,4530878642
02/12/2020,4544465510,4530878642
03/12/2020,4550915938,4530878642
04/12/2020,4557657614,4530878642
07/12/2020,4563122641,4530878642
08/12/2020,4568123273,4530878642
09/12/2020,4574810562,4535878642
10/12/2020,4580296810,4535878642
11/12/2020,4585455344,4535878642
14/12/2020,4588495964,4535878642
15/12/2020,4592940669,4535878642
16/12/2020,4597033544,4535878642
17/12/2020,4600967841,4535878642
18/12/2020,4607285198,4535878642
21/12/2020,4611958015,4535878642
22/12/2020,4612202629,4535878642
23/12/2020,4611341383,4535878642
24/12/2020,4610504185,4535878642
28/12/2020,4610279878,4535878642
29/12/2020,4609868091,4535878642
30/12/2020,4609830892,4535878642
31/12/2020,4608228433,4535878642
04/01/2021,4608612507,4607980137
05/01/2021,4607861906,4607980137
06/01/2021,4603967353,4604242844
07/01/2021,4603642384,4604242844
08/01/2021,4604526266,4604242844
11/01/2021,4606388254,4604242844
12/01/2021,4607871580,4604242844
13/01/2021,4609062749,4604242844
14/01/2021,4610545256,4604242844
15/01/2021,4612918259,4604242844
18/01/2021,4615527589,4604242844
19/01/2021,4617008065,4604242844
20/01/2021,4618681534,4604242844
21/01/2021,4620353272,4604242844
22/01/2021,4621984405,4604242844
25/01/2021,4623830943,4604242844
26/01/2021,4625558801,4604242844
27/01/2021,4624790193,4604242844
28/01/2021,4623342853,4604242844
29/01/2021,4621614586,4604242844
01/02/2021,4619705653,4621614586
02/02/2021,4616413102,4621614586
03/02/2021,4613917392,4621614586
04/02/2021,4612652086,4621614586
05/02/2021,4612274872,4621614586
08/02/2021,4612112903,4621614586
09/02/2021,4611586532,4621614586
10/02/2021,4610007311,4621514586
11/02/2021,4609374104,4621514586
12/02/2021,4608917408,4621514586
15/02/2021,4608835016,4623780236
16/02/2021,4608325178,4623780236
17/02/2021,4607483780,4623780236
18/02/2021,4606148513,4623780236
19/02/2021,4604632601,4623780236
22/02/2021,4604647796,4623780236
23/02/2021,4604532837,4623780236
24/02/2021,4603967929,4623780236
25/02/2021,4602892967,4623780236
26/02/2021,4601437342,4623780236
01/03/2021,4600508133,4601437342
02/03/2021,4598898683,4601437342
03/03/2021,4595252357,4600437342
04/03/2021,4590838410,4600437342
05/03/2021,4585377044,4600437342
08/03/2021,4579342713,4600437342
09/03/2021,4571255227,4600437342
10/03/2021,4564304102,4600437342
11/03/2021,4556245109,4600437342
12/03/2021,4547424126,4600437342
15/03/2021,4295539466,4600437342
16/03/2021,4308011956,4600437342
17/03/2021,4321752217,4600437342
18/03/2021,4335942584,4600437342
19/03/2021,4350643332,4600437342
22/03/2021,4361515350,4600437342
23/03/2021,4373349456,4600437342
24/03/2021,4387069778,4600437342
25/03/2021,4402223707,4600437342
26/03/2021,4417761684,4600437342
29/03/2021,4433224461,4600437342
30/03/2021,4447486977,4600437342
31/03/2021,4464129050,4600437342
01/04/2021,4465263101,4446333251
06/04/2021,4482638934,4446333251
07/04/2021,4498546985,4445333251
08/04/2021,4512829923,4445333251
09/04/2021,4525157956,4445333251
12/04/2021,4536425445,4445333251
13/04/2021,4551875247,4445333251
14/04/2021,4572344862,4445333251
15/04/2021,4594287465,4445333251
16/04/2021,4616189342,4445333251
19/04/2021,4639874445,4445333251
20/04/2021,4663731661,4445333251
21/04/2021,4688984251,4445333251
22/04/2021,4717181471,4445333251
23/04/2021,4744362178,4445333251
26/04/2021,4772458300,4445333251
27/04/2021,4799577784,4445333251
28/04/2021,4825843829,4445333251
29/04/2021,4852923625,4445333251
30/04/2021,4889418165,4445333251
03/05/2021,4926434925,4897305061
04/05/2021,4953030546,4897305061
05/05/2021,4977686540,4897305061
06/05/2021,5006325233,4897305061
07/05/2021,5037783587,4897305061
10/05/2021,5073473264,4897305061
11/05/2021,5103351728,4897305061
12/05/2021,5128766380,4897305061
13/05/2021,5154649310,4897305061
14/05/2021,5180195638,4897305061
17/05/2021,5207471928,4897305061
18/05/2021,5228612906,4897305061
19/05/2021,5241925200,4892305061
20/05/2021,5258686015,4892305061
21/05/2021,5276761246,4892305061
24/05/2021,5291991354,4892305061
25/05/2021,5310060397,4892305061
26/05/2021,5326381494,4892305061
27/05/2021,5344201666,4892305061
28/05/2021,5361829322,4892305061
31/05/2021,5381270749,4892305061
01/06/2021,5398752429,5381270749
02/06/2021,5418839788,5381270749
03/06/2021,5437065386,5381270749
04/06/2021,5456829780,5381270749
07/06/2021,5183857267,5381270749
08/06/2021,5487353554,5381270749
09/06/2021,5499262390,5381270749
10/06/2021,5509662691,5381270749
11/06/2021,5521984666,5381270749
14/06/2021,5533981635,5381270749
15/06/2021,5544514966,5381270749
16/06/2021,5558286911,5381270749
17/06/2021,5570450995,5381270749
18/06/2021,5580376624,5380270749
21/06/2021,5589040308,5380270749
22/06/2021,5595064481,5380270749
23/06/2021,5603858036,5380270749
24/06/2021,5611472602,5380270749
25/06/2021,5616359120,5380270749
28/06/2021,5621535592,5380270749
29/06/2021,5625600074,5380270749
30/06/2021,5629219841,5380270749
01/07/2021,5633427072,5629219841
02/07/2021,5636428360,5629219841
05/07/2021,5639850181,5628219841
06/07/2021,5641338959,5628219841
07/07/2021,5640609277,5628219841
08/07/2021,5638659814,5628219841
09/07/2021,5636597951,5628219841
12/07/2021,5630097397,5628219841
13/07/2021,5622633702,5628219841
14/07/2021,5618665677,5628219841
15/07/2021,5612186555,5628219841
16/07/2021,5604464999,5628219841
19/07/2021,5597035834,5628219841
20/07/2021,5588125298,5628219841
21/07/2021,5582254713,5628219841
22/07/2021,5577127065,5628219841
23/07/2021,5560735526,5628219841
26/07/2021,5552619049,5628219841
27/07/2021,5545909220,5628219841
28/07/2021,5541297626,5628219841
29/07/2021,5535869192,5628219841
30/07/2021,5527680278,5628219841
02/08/2021,5515717946,5527680278
03/08/2021,5510108569,5527680278
04/08/2021,5508064322,5526880278
05/08/2021,5506061745,5526880278
06/08/2021,5504210400,5526880278
09/08/2021,5500736759,5526880278
10/08/2021,5499748286,5526880278
11/08/2021,5503384603,5526880278
12/08/2021,5508787373,5526880278
13/08/2021,5510252672,5526880278
16/08/2021,5512878139,5526880278
17/08/2021,5515460389,5526880278
18/08/2021,5516296957,5526880278
19/08/2021,5516575109,5526880278
20/08/2021,5517028647,5526880278
23/08/2021,5518678131,5526880278
24/08/2021,5521146236,5526880278
25/08/2021,5520262903,5526880278
26/08/2021,5518595105,5526880278
27/08/2021,5517295534,5526880278
30/08/2021,5517451722,5526880278
31/08/2021,5518219831,5526880278
01/09/2021,5518893484,5518219831
02/09/2021,5521113887,5518219831
03/09/2021,5522816423,5517219831
06/09/2021,5524662240,5517219831
07/09/2021,5527770989,5517219831
08/09/2021,5530379422,5517219831
09/09/2021,5535673648,5517219831
10/09/2021,5541690735,5517219831
13/09/2021,5548302861,5517219831
14/09/2021,5554880685,5517219831
15/09/2021,5559953556,5517219831
16/09/2021,5565241960,5517219831
17/09/2021,5572327044,5517219831
20/09/2021,5578869050,5517219831
21/09/2021,5591025200,5517219831
22/09/2021,5606523232,5517219831
23/09/2021,5624008126,5517219831
24/09/2021,5641455806,5517219831
27/09/2021,5657592802,5517219831
28/09/2021,5674588865,5517219831
29/09/2021,5690380406,5517219831
30/09/2021,5704051437,5517219831
01/10/2021,5720216274,5704051437
04/10/2021,5735110374,5704051437
05/10/2021,5742479456,5699051437
06/10/2021,5753078836,5699051437
07/10/2021,5760445551,5699051437
08/10/2021,5770016216,5699051437
11/10/2021,5778623609,5699051437
12/10/2021,5788070071,5699051437
13/10/2021,5795797132,5699051437
14/10/2021,5805457072,5699051437
15/10/2021,5819378939,5699051437
18/10/2021,5832132018,5699051437
19/10/2021,5845790620,5699051437
20/10/2021,5860944160,5699051437
21/10/2021,5876494486,5699051437
22/10/2021,5891942557,5699051437
25/10/2021,5905475067,5699051437
26/10/2021,5919960010,5699051437
27/10/2021,5933863329,5699051437
28/10/2021,5946679005,5699051437
29/10/2021,5956248769,5699051437
01/11/2021,5964718072,5956248769
02/11/2021,5972934092,5956248769
03/11/2021,5980824485,5956248769
04/11/2021,5984923940,5956248769
05/11/2021,5990241641,5956248769
08/11/2021,5998363172,5956248769
09/11/2021,5998445266,5951248769
10/11/2021,6005568302,5951248769
11/11/2021,6010996259,5951248769
12/11/2021,6017426847,5951248769
15/11/2021,6023286961,5951248769
16/11/2021,6028137342,5951248769
17/11/2021,6035141885,5951248769
18/11/2021,6044647768,5951248769
19/11/2021,6055276978,5951248769
22/11/2021,6067031409,5951248769
23/11/2021,6077840232,5951248769
24/11/2021,6091097418,5951248769
25/11/2021,6103981873,5951248769
26/11/2021,6116362746,5951248769
29/11/2021,6126887960,5951248769
30/11/2021,6129719401,5951248769
01/12/2021,6136213406,6129719401
02/12/2021,6143667740,6129719401
03/12/2021,6148950237,6129719401
06/12/2021,6153774593,6129719401
07/12/2021,6157955301,6129719401
08/12/2021,6161387353,6129719401
09/12/2021,6165676895,6129719401
10/12/2021,6168495146,6129719401
13/12/2021,6168331419,6129719401
14/12/2021,6166464254,6129719401
15/12/2021,6162592335,6129719401
16/12/2021,6157729433,6129719401
17/12/2021,6150796751,6129719401
20/12/2021,6142389952,6129719401
21/12/2021,6130780882,6129719401
22/12/2021,6122023649,6129719401
23/12/2021,6114251375,6129719401
24/12/2021,6100633101,6129719401
27/12/2021,6090735909,6129719401
28/12/2021,6080151510,6129719401
29/12/2021,6066607313,6129719401
30/12/2021,6055047414,6129719401
31/12/2021,6041361803,6129719401
03/01/2022,6026478632,6041361803
04/01/2022,6023260004,6041361803
05/01/2022,5992118922,6038361803
06/01/2022,5973852311,6038361803
07/01/2022,5952497434,6038361803
10/01/2022,5933938978,6038361803
11/01/2022,5914298864,6038361803
12/01/2022,5897140462,6038361803
13/01/2022,5880241589,6038361803
