FACT_DATE,PRODUCT_GROUP,IM_EUR,MEMBER_TYPE
09/10/2019,SUPPLEMENTARY MARGINS,624994228,CLIENT
09/10/2019,SUPPLEMENTARY MARGINS,757530290,HOUSE
10/10/2019,ASIA COOPERATION PRODUCTS,5395879,CLIENT
10/10/2019,"CASH, REPO, SECLEND BOND",104433143,CLIENT
10/10/2019,"CASH, REPO, SECLEND BOND",1405860831,HOUSE
10/10/2019,"CASH, REPO, SECLEND EQUITY",683851515,CLIENT
10/10/2019,"CASH, REPO, SECLEND EQUITY",485412132,HOUSE
10/10/2019,COMMODITY DERIVATIVES,2584386,CLIENT
10/10/2019,COMMODITY DERIVATIVES,2263136,HOUSE
10/10/2019,EQUITY DERIVATIVES,11994571609,CLIENT
10/10/2019,EQUITY DERIVATIVES,6257933841,HOUSE
10/10/2019,FIXED INCOME DERIVATIVES,7117531662,CLIENT
10/10/2019,FIXED INCOME DERIVATIVES,585315103,HOUSE
10/10/2019,FIXED INCOME DERIVATIVES ETF,11548925,CLIENT
10/10/2019,FIXED INCOME DERIVATIVES ETF,261825,HOUSE
10/10/2019,FX DERIVATIVES,11333710,CLIENT
10/10/2019,GC POOLING,306078490,CLIENT
10/10/2019,GC POOLING,2501346555,HOUSE
10/10/2019,OTC IRS,6519740152,CLIENT
10/10/2019,OTC IRS,4562235162,HOUSE
10/10/2019,PRECIOUS METALS DERIVATIVES,27630624,CLIENT
10/10/2019,PRECIOUS METALS DERIVATIVES,128777040,HOUSE
10/10/2019,SUPPLEMENTARY MARGINS,661463712,CLIENT
10/10/2019,SUPPLEMENTARY MARGINS,752304050,HOUSE
11/10/2019,ASIA COOPERATION PRODUCTS,9297826,CLIENT
11/10/2019,"CASH, REPO, SECLEND BOND",104037824,CLIENT
11/10/2019,"CASH, REPO, SECLEND BOND",1367697371,HOUSE
11/10/2019,"CASH, REPO, SECLEND EQUITY",819734593,CLIENT
11/10/2019,"CASH, REPO, SECLEND EQUITY",518616088,HOUSE
11/10/2019,COMMODITY DERIVATIVES,2582957,CLIENT
11/10/2019,COMMODITY DERIVATIVES,2288710,HOUSE
11/10/2019,EQUITY DERIVATIVES,12400255259,CLIENT
11/10/2019,EQUITY DERIVATIVES,6290097914,HOUSE
11/10/2019,FIXED INCOME DERIVATIVES,7265104896,CLIENT
11/10/2019,FIXED INCOME DERIVATIVES,579836809,HOUSE
11/10/2019,FIXED INCOME DERIVATIVES ETF,11777752,CLIENT
11/10/2019,FIXED INCOME DERIVATIVES ETF,248979,HOUSE
11/10/2019,FX DERIVATIVES,11369257,CLIENT
11/10/2019,GC POOLING,300924394,CLIENT
11/10/2019,GC POOLING,2474095529,HOUSE
11/10/2019,OTC IRS,6439444844,CLIENT
11/10/2019,OTC IRS,4515409546,HOUSE
11/10/2019,PRECIOUS METALS DERIVATIVES,37442203,CLIENT
11/10/2019,PRECIOUS METALS DERIVATIVES,166306919,HOUSE
11/10/2019,SUPPLEMENTARY MARGINS,687563614,CLIENT
11/10/2019,SUPPLEMENTARY MARGINS,767698255,HOUSE
14/10/2019,ASIA COOPERATION PRODUCTS,2033411,CLIENT
14/10/2019,"CASH, REPO, SECLEND BOND",32287833,CLIENT
14/10/2019,"CASH, REPO, SECLEND BOND",1387578212,HOUSE
14/10/2019,"CASH, REPO, SECLEND EQUITY",729256906,CLIENT
14/10/2019,"CASH, REPO, SECLEND EQUITY",465666208,HOUSE
14/10/2019,COMMODITY DERIVATIVES,2558711,CLIENT
14/10/2019,COMMODITY DERIVATIVES,2265155,HOUSE
14/10/2019,EQUITY DERIVATIVES,12073591035,CLIENT
14/10/2019,EQUITY DERIVATIVES,6325597819,HOUSE
14/10/2019,FIXED INCOME DERIVATIVES,7328870886,CLIENT
14/10/2019,FIXED INCOME DERIVATIVES,577034231,HOUSE
14/10/2019,FIXED INCOME DERIVATIVES ETF,11780330,CLIENT
14/10/2019,FIXED INCOME DERIVATIVES ETF,246967,HOUSE
14/10/2019,FX DERIVATIVES,11388056,CLIENT
14/10/2019,GC POOLING,322688517,CLIENT
14/10/2019,GC POOLING,2412556568,HOUSE
14/10/2019,OTC IRS,6536801379,CLIENT
14/10/2019,OTC IRS,4559656965,HOUSE
14/10/2019,PRECIOUS METALS DERIVATIVES,27332867,CLIENT
14/10/2019,PRECIOUS METALS DERIVATIVES,136698950,HOUSE
14/10/2019,SUPPLEMENTARY MARGINS,682534140,CLIENT
14/10/2019,SUPPLEMENTARY MARGINS,815576475,HOUSE
15/10/2019,ASIA COOPERATION PRODUCTS,4012549,CLIENT
15/10/2019,"CASH, REPO, SECLEND BOND",103672930,CLIENT
15/10/2019,"CASH, REPO, SECLEND BOND",1367986305,HOUSE
15/10/2019,"CASH, REPO, SECLEND EQUITY",794630150,CLIENT
15/10/2019,"CASH, REPO, SECLEND EQUITY",487382661,HOUSE
15/10/2019,COMMODITY DERIVATIVES,2943381,CLIENT
15/10/2019,COMMODITY DERIVATIVES,2610069,HOUSE
15/10/2019,EQUITY DERIVATIVES,12507516520,CLIENT
15/10/2019,EQUITY DERIVATIVES,6330944263,HOUSE
15/10/2019,FIXED INCOME DERIVATIVES,7328510608,CLIENT
15/10/2019,FIXED INCOME DERIVATIVES,572108406,HOUSE
15/10/2019,FIXED INCOME DERIVATIVES ETF,11858552,CLIENT
15/10/2019,FIXED INCOME DERIVATIVES ETF,241353,HOUSE
15/10/2019,FX DERIVATIVES,12550481,CLIENT
15/10/2019,GC POOLING,298843941,CLIENT
15/10/2019,GC POOLING,2478030756,HOUSE
15/10/2019,OTC IRS,6425658906,CLIENT
15/10/2019,OTC IRS,4619021533,HOUSE
15/10/2019,PRECIOUS METALS DERIVATIVES,37644594,CLIENT
15/10/2019,PRECIOUS METALS DERIVATIVES,158901905,HOUSE
15/10/2019,SUPPLEMENTARY MARGINS,682534140,CLIENT
15/10/2019,SUPPLEMENTARY MARGINS,811576475,HOUSE
16/10/2019,ASIA COOPERATION PRODUCTS,3216317,CLIENT
16/10/2019,"CASH, REPO, SECLEND BOND",32307047,CLIENT
16/10/2019,"CASH, REPO, SECLEND BOND",1306722435,HOUSE
16/10/2019,"CASH, REPO, SECLEND EQUITY",840313796,CLIENT
16/10/2019,"CASH, REPO, SECLEND EQUITY",560925093,HOUSE
16/10/2019,COMMODITY DERIVATIVES,2914792,CLIENT
16/10/2019,COMMODITY DERIVATIVES,2584317,HOUSE
16/10/2019,EQUITY DERIVATIVES,12750125363,CLIENT
16/10/2019,EQUITY DERIVATIVES,6382084072,HOUSE
16/10/2019,FIXED INCOME DERIVATIVES,7336620150,CLIENT
16/10/2019,FIXED INCOME DERIVATIVES,594121042,HOUSE
16/10/2019,FIXED INCOME DERIVATIVES ETF,11658582,CLIENT
16/10/2019,FIXED INCOME DERIVATIVES ETF,245390,HOUSE
16/10/2019,FX DERIVATIVES,12556501,CLIENT
16/10/2019,GC POOLING,304010348,CLIENT
16/10/2019,GC POOLING,2553455871,HOUSE
16/10/2019,OTC IRS,6556093912,CLIENT
16/10/2019,OTC IRS,4722829129,HOUSE
16/10/2019,PRECIOUS METALS DERIVATIVES,30720722,CLIENT
16/10/2019,PRECIOUS METALS DERIVATIVES,141638780,HOUSE
16/10/2019,SUPPLEMENTARY MARGINS,695593847,CLIENT
16/10/2019,SUPPLEMENTARY MARGINS,815899939,HOUSE
17/10/2019,ASIA COOPERATION PRODUCTS,8984275,CLIENT
17/10/2019,"CASH, REPO, SECLEND BOND",32407039,CLIENT
17/10/2019,"CASH, REPO, SECLEND BOND",1281591222,HOUSE
17/10/2019,"CASH, REPO, SECLEND EQUITY",831005735,CLIENT
17/10/2019,"CASH, REPO, SECLEND EQUITY",513872538,HOUSE
17/10/2019,COMMODITY DERIVATIVES,2886834,CLIENT
17/10/2019,COMMODITY DERIVATIVES,2562228,HOUSE
17/10/2019,EQUITY DERIVATIVES,12620108971,CLIENT
17/10/2019,EQUITY DERIVATIVES,6452726417,HOUSE
17/10/2019,FIXED INCOME DERIVATIVES,7336374859,CLIENT
17/10/2019,FIXED INCOME DERIVATIVES,601495720,HOUSE
17/10/2019,FIXED INCOME DERIVATIVES ETF,11702205,CLIENT
17/10/2019,FIXED INCOME DERIVATIVES ETF,238966,HOUSE
17/10/2019,FX DERIVATIVES,12440445,CLIENT
17/10/2019,GC POOLING,347599011,CLIENT
17/10/2019,GC POOLING,2446633596,HOUSE
17/10/2019,OTC IRS,6677730691,CLIENT
17/10/2019,OTC IRS,4796343624,HOUSE
17/10/2019,PRECIOUS METALS DERIVATIVES,27364032,CLIENT
17/10/2019,PRECIOUS METALS DERIVATIVES,123097758,HOUSE
17/10/2019,SUPPLEMENTARY MARGINS,707432241,CLIENT
17/10/2019,SUPPLEMENTARY MARGINS,827917181,HOUSE
18/10/2019,ASIA COOPERATION PRODUCTS,2589010,CLIENT
18/10/2019,"CASH, REPO, SECLEND BOND",30200014,CLIENT
18/10/2019,"CASH, REPO, SECLEND BOND",1264018797,HOUSE
18/10/2019,"CASH, REPO, SECLEND EQUITY",1292831664,CLIENT
18/10/2019,"CASH, REPO, SECLEND EQUITY",634804457,HOUSE
18/10/2019,COMMODITY DERIVATIVES,2901736,CLIENT
18/10/2019,COMMODITY DERIVATIVES,2558809,HOUSE
18/10/2019,EQUITY DERIVATIVES,12009148435,CLIENT
18/10/2019,EQUITY DERIVATIVES,6458216808,HOUSE
18/10/2019,FIXED INCOME DERIVATIVES,7246913283,CLIENT
18/10/2019,FIXED INCOME DERIVATIVES,618919264,HOUSE
18/10/2019,FIXED INCOME DERIVATIVES ETF,11649962,CLIENT
18/10/2019,FIXED INCOME DERIVATIVES ETF,237493,HOUSE
18/10/2019,FX DERIVATIVES,12346170,CLIENT
18/10/2019,GC POOLING,335650285,CLIENT
18/10/2019,GC POOLING,2302627051,HOUSE
18/10/2019,OTC IRS,6747421156,CLIENT
18/10/2019,OTC IRS,4797295369,HOUSE
18/10/2019,PRECIOUS METALS DERIVATIVES,34682948,CLIENT
18/10/2019,PRECIOUS METALS DERIVATIVES,148851364,HOUSE
18/10/2019,SUPPLEMENTARY MARGINS,674042118,CLIENT
18/10/2019,SUPPLEMENTARY MARGINS,871914401,HOUSE
21/10/2019,ASIA COOPERATION PRODUCTS,2046880,CLIENT
21/10/2019,"CASH, REPO, SECLEND BOND",30156801,CLIENT
21/10/2019,"CASH, REPO, SECLEND BOND",1298771523,HOUSE
21/10/2019,"CASH, REPO, SECLEND EQUITY",1206338696,CLIENT
21/10/2019,"CASH, REPO, SECLEND EQUITY",621553249,HOUSE
21/10/2019,COMMODITY DERIVATIVES,2874089,CLIENT
21/10/2019,COMMODITY DERIVATIVES,2522527,HOUSE
21/10/2019,EQUITY DERIVATIVES,12317769680,CLIENT
21/10/2019,EQUITY DERIVATIVES,6511430031,HOUSE
21/10/2019,FIXED INCOME DERIVATIVES,7160500438,CLIENT
21/10/2019,FIXED INCOME DERIVATIVES,631850725,HOUSE
21/10/2019,FIXED INCOME DERIVATIVES ETF,11850838,CLIENT
21/10/2019,FIXED INCOME DERIVATIVES ETF,287176,HOUSE
21/10/2019,FX DERIVATIVES,12270686,CLIENT
21/10/2019,GC POOLING,357669906,CLIENT
21/10/2019,GC POOLING,2365471751,HOUSE
21/10/2019,OTC IRS,6680319973,CLIENT
21/10/2019,OTC IRS,4785145891,HOUSE
21/10/2019,PRECIOUS METALS DERIVATIVES,39242606,CLIENT
21/10/2019,PRECIOUS METALS DERIVATIVES,166361053,HOUSE
21/10/2019,SUPPLEMENTARY MARGINS,650045435,CLIENT
21/10/2019,SUPPLEMENTARY MARGINS,869653763,HOUSE
22/10/2019,ASIA COOPERATION PRODUCTS,2157486,CLIENT
22/10/2019,"CASH, REPO, SECLEND BOND",35673020,CLIENT
22/10/2019,"CASH, REPO, SECLEND BOND",1401157704,HOUSE
22/10/2019,"CASH, REPO, SECLEND EQUITY",749563055,CLIENT
22/10/2019,"CASH, REPO, SECLEND EQUITY",499531458,HOUSE
22/10/2019,COMMODITY DERIVATIVES,2901761,CLIENT
22/10/2019,COMMODITY DERIVATIVES,2543221,HOUSE
22/10/2019,EQUITY DERIVATIVES,12350103058,CLIENT
22/10/2019,EQUITY DERIVATIVES,6578537426,HOUSE
22/10/2019,FIXED INCOME DERIVATIVES,7182816975,CLIENT
22/10/2019,FIXED INCOME DERIVATIVES,649020162,HOUSE
22/10/2019,FIXED INCOME DERIVATIVES ETF,11897681,CLIENT
22/10/2019,FIXED INCOME DERIVATIVES ETF,278760,HOUSE
22/10/2019,FX DERIVATIVES,12803508,CLIENT
22/10/2019,GC POOLING,352458921,CLIENT
22/10/2019,GC POOLING,2452196551,HOUSE
22/10/2019,OTC IRS,6835511240,CLIENT
22/10/2019,OTC IRS,4862628512,HOUSE
22/10/2019,PRECIOUS METALS DERIVATIVES,39238884,CLIENT
22/10/2019,PRECIOUS METALS DERIVATIVES,165445662,HOUSE
22/10/2019,SUPPLEMENTARY MARGINS,650045435,CLIENT
22/10/2019,SUPPLEMENTARY MARGINS,876653763,HOUSE
23/10/2019,ASIA COOPERATION PRODUCTS,2796074,CLIENT
23/10/2019,"CASH, REPO, SECLEND BOND",29838943,CLIENT
23/10/2019,"CASH, REPO, SECLEND BOND",1115756249,HOUSE
23/10/2019,"CASH, REPO, SECLEND EQUITY",699729392,CLIENT
23/10/2019,"CASH, REPO, SECLEND EQUITY",504849570,HOUSE
23/10/2019,COMMODITY DERIVATIVES,2921963,CLIENT
23/10/2019,COMMODITY DERIVATIVES,2562582,HOUSE
23/10/2019,EQUITY DERIVATIVES,12520714816,CLIENT
23/10/2019,EQUITY DERIVATIVES,6596280323,HOUSE
23/10/2019,FIXED INCOME DERIVATIVES,7091660792,CLIENT
23/10/2019,FIXED INCOME DERIVATIVES,623386123,HOUSE
23/10/2019,FIXED INCOME DERIVATIVES ETF,11876144,CLIENT
23/10/2019,FIXED INCOME DERIVATIVES ETF,278921,HOUSE
23/10/2019,FX DERIVATIVES,12885090,CLIENT
23/10/2019,GC POOLING,347753745,CLIENT
23/10/2019,GC POOLING,2473846231,HOUSE
23/10/2019,OTC IRS,6916480180,CLIENT
23/10/2019,OTC IRS,4877794421,HOUSE
23/10/2019,PRECIOUS METALS DERIVATIVES,30737532,CLIENT
23/10/2019,PRECIOUS METALS DERIVATIVES,142203996,HOUSE
23/10/2019,SUPPLEMENTARY MARGINS,650045435,CLIENT
23/10/2019,SUPPLEMENTARY MARGINS,864153763,HOUSE
24/10/2019,ASIA COOPERATION PRODUCTS,4532493,CLIENT
24/10/2019,"CASH, REPO, SECLEND BOND",29865269,CLIENT
24/10/2019,"CASH, REPO, SECLEND BOND",1115319050,HOUSE
24/10/2019,"CASH, REPO, SECLEND EQUITY",695760821,CLIENT
24/10/2019,"CASH, REPO, SECLEND EQUITY",501326141,HOUSE
24/10/2019,COMMODITY DERIVATIVES,2937691,CLIENT
24/10/2019,COMMODITY DERIVATIVES,2574658,HOUSE
24/10/2019,EQUITY DERIVATIVES,12334697001,CLIENT
24/10/2019,EQUITY DERIVATIVES,6790218286,HOUSE
24/10/2019,FIXED INCOME DERIVATIVES,7081233989,CLIENT
24/10/2019,FIXED INCOME DERIVATIVES,632808061,HOUSE
24/10/2019,FIXED INCOME DERIVATIVES ETF,11611576,CLIENT
24/10/2019,FIXED INCOME DERIVATIVES ETF,275979,HOUSE
24/10/2019,FX DERIVATIVES,13011772,CLIENT
24/10/2019,GC POOLING,327471671,CLIENT
24/10/2019,GC POOLING,2192941514,HOUSE
24/10/2019,OTC IRS,6900514059,CLIENT
24/10/2019,OTC IRS,4857097522,HOUSE
24/10/2019,PRECIOUS METALS DERIVATIVES,26292980,CLIENT
24/10/2019,PRECIOUS METALS DERIVATIVES,130477193,HOUSE
24/10/2019,SUPPLEMENTARY MARGINS,650045435,CLIENT
24/10/2019,SUPPLEMENTARY MARGINS,825153763,HOUSE
25/10/2019,ASIA COOPERATION PRODUCTS,3059901,CLIENT
25/10/2019,"CASH, REPO, SECLEND BOND",32986855,CLIENT
25/10/2019,"CASH, REPO, SECLEND BOND",1022524387,HOUSE
25/10/2019,"CASH, REPO, SECLEND EQUITY",709112663,CLIENT
25/10/2019,"CASH, REPO, SECLEND EQUITY",463125166,HOUSE
25/10/2019,COMMODITY DERIVATIVES,4196804,CLIENT
25/10/2019,COMMODITY DERIVATIVES,3707977,HOUSE
25/10/2019,EQUITY DERIVATIVES,12263763978,CLIENT
25/10/2019,EQUITY DERIVATIVES,6818141140,HOUSE
25/10/2019,FIXED INCOME DERIVATIVES,6986572959,CLIENT
25/10/2019,FIXED INCOME DERIVATIVES,613992601,HOUSE
25/10/2019,FIXED INCOME DERIVATIVES ETF,11570967,CLIENT
25/10/2019,FIXED INCOME DERIVATIVES ETF,274765,HOUSE
25/10/2019,FX DERIVATIVES,13229747,CLIENT
25/10/2019,GC POOLING,298915870,CLIENT
25/10/2019,GC POOLING,2330746504,HOUSE
25/10/2019,OTC IRS,6807106528,CLIENT
25/10/2019,OTC IRS,4776805850,HOUSE
25/10/2019,PRECIOUS METALS DERIVATIVES,21643755,CLIENT
25/10/2019,PRECIOUS METALS DERIVATIVES,113826976,HOUSE
25/10/2019,SUPPLEMENTARY MARGINS,658040387,CLIENT
25/10/2019,SUPPLEMENTARY MARGINS,779060483,HOUSE
28/10/2019,ASIA COOPERATION PRODUCTS,4771701,CLIENT
28/10/2019,"CASH, REPO, SECLEND BOND",27476369,CLIENT
28/10/2019,"CASH, REPO, SECLEND BOND",1024246653,HOUSE
28/10/2019,"CASH, REPO, SECLEND EQUITY",641752382,CLIENT
28/10/2019,"CASH, REPO, SECLEND EQUITY",428354079,HOUSE
28/10/2019,COMMODITY DERIVATIVES,4274501,CLIENT
28/10/2019,COMMODITY DERIVATIVES,3771392,HOUSE
28/10/2019,EQUITY DERIVATIVES,12299140049,CLIENT
28/10/2019,EQUITY DERIVATIVES,6873635443,HOUSE
28/10/2019,FIXED INCOME DERIVATIVES,7222653963,CLIENT
28/10/2019,FIXED INCOME DERIVATIVES,620168604,HOUSE
28/10/2019,FIXED INCOME DERIVATIVES ETF,11455198,CLIENT
28/10/2019,FIXED INCOME DERIVATIVES ETF,276353,HOUSE
28/10/2019,FX DERIVATIVES,13144841,CLIENT
28/10/2019,GC POOLING,282671984,CLIENT
28/10/2019,GC POOLING,2400749462,HOUSE
28/10/2019,OTC IRS,6738154648,CLIENT
28/10/2019,OTC IRS,4713069851,HOUSE
28/10/2019,PRECIOUS METALS DERIVATIVES,28364880,CLIENT
28/10/2019,PRECIOUS METALS DERIVATIVES,150777193,HOUSE
28/10/2019,SUPPLEMENTARY MARGINS,632899664,CLIENT
28/10/2019,SUPPLEMENTARY MARGINS,682886080,HOUSE
29/10/2019,ASIA COOPERATION PRODUCTS,1931931,CLIENT
29/10/2019,"CASH, REPO, SECLEND BOND",27638569,CLIENT
29/10/2019,"CASH, REPO, SECLEND BOND",1035098219,HOUSE
29/10/2019,"CASH, REPO, SECLEND EQUITY",641870969,CLIENT
29/10/2019,"CASH, REPO, SECLEND EQUITY",418169605,HOUSE
29/10/2019,COMMODITY DERIVATIVES,3830655,CLIENT
29/10/2019,COMMODITY DERIVATIVES,3378760,HOUSE
29/10/2019,EQUITY DERIVATIVES,12277903173,CLIENT
29/10/2019,EQUITY DERIVATIVES,6868511433,HOUSE
29/10/2019,FIXED INCOME DERIVATIVES,7275781540,CLIENT
29/10/2019,FIXED INCOME DERIVATIVES,621390801,HOUSE
29/10/2019,FIXED INCOME DERIVATIVES ETF,11369206,CLIENT
29/10/2019,FIXED INCOME DERIVATIVES ETF,275299,HOUSE
29/10/2019,FX DERIVATIVES,13050463,CLIENT
29/10/2019,GC POOLING,364319684,CLIENT
29/10/2019,GC POOLING,2601768281,HOUSE
29/10/2019,OTC IRS,6743090857,CLIENT
29/10/2019,OTC IRS,4710323898,HOUSE
29/10/2019,PRECIOUS METALS DERIVATIVES,28754938,CLIENT
29/10/2019,PRECIOUS METALS DERIVATIVES,155263266,HOUSE
29/10/2019,SUPPLEMENTARY MARGINS,632899664,CLIENT
29/10/2019,SUPPLEMENTARY MARGINS,682886080,HOUSE
30/10/2019,ASIA COOPERATION PRODUCTS,6189753,CLIENT
30/10/2019,"CASH, REPO, SECLEND BOND",32875992,CLIENT
30/10/2019,"CASH, REPO, SECLEND BOND",1001935319,HOUSE
30/10/2019,"CASH, REPO, SECLEND EQUITY",630891420,CLIENT
30/10/2019,"CASH, REPO, SECLEND EQUITY",418324558,HOUSE
30/10/2019,COMMODITY DERIVATIVES,3759652,CLIENT
30/10/2019,COMMODITY DERIVATIVES,3315184,HOUSE
30/10/2019,EQUITY DERIVATIVES,12232737026,CLIENT
30/10/2019,EQUITY DERIVATIVES,6852021382,HOUSE
30/10/2019,FIXED INCOME DERIVATIVES,7302470567,CLIENT
30/10/2019,FIXED INCOME DERIVATIVES,668907654,HOUSE
30/10/2019,FIXED INCOME DERIVATIVES ETF,11311650,CLIENT
30/10/2019,FIXED INCOME DERIVATIVES ETF,289679,HOUSE
30/10/2019,FX DERIVATIVES,12876733,CLIENT
30/10/2019,GC POOLING,392539319,CLIENT
30/10/2019,GC POOLING,2935655080,HOUSE
30/10/2019,OTC IRS,6755277795,CLIENT
30/10/2019,OTC IRS,4702983998,HOUSE
30/10/2019,PRECIOUS METALS DERIVATIVES,24459674,CLIENT
30/10/2019,PRECIOUS METALS DERIVATIVES,139594792,HOUSE
30/10/2019,SUPPLEMENTARY MARGINS,632899664,CLIENT
30/10/2019,SUPPLEMENTARY MARGINS,682886080,HOUSE
31/10/2019,ASIA COOPERATION PRODUCTS,11590531,CLIENT
31/10/2019,"CASH, REPO, SECLEND BOND",35034641,CLIENT
31/10/2019,"CASH, REPO, SECLEND BOND",1029049492,HOUSE
31/10/2019,"CASH, REPO, SECLEND EQUITY",665416063,CLIENT
31/10/2019,"CASH, REPO, SECLEND EQUITY",450568852,HOUSE
31/10/2019,COMMODITY DERIVATIVES,3656092,CLIENT
31/10/2019,COMMODITY DERIVATIVES,3200538,HOUSE
31/10/2019,EQUITY DERIVATIVES,12321503590,CLIENT
31/10/2019,EQUITY DERIVATIVES,6769591349,HOUSE
31/10/2019,FIXED INCOME DERIVATIVES,7381272610,CLIENT
31/10/2019,FIXED INCOME DERIVATIVES,739526812,HOUSE
31/10/2019,FIXED INCOME DERIVATIVES ETF,10734389,CLIENT
31/10/2019,FIXED INCOME DERIVATIVES ETF,267824,HOUSE
31/10/2019,FX DERIVATIVES,12956916,CLIENT
31/10/2019,GC POOLING,456512498,CLIENT
31/10/2019,GC POOLING,2390906187,HOUSE
31/10/2019,OTC IRS,6868425209,CLIENT
31/10/2019,OTC IRS,4785496714,HOUSE
31/10/2019,PRECIOUS METALS DERIVATIVES,14643475,CLIENT
31/10/2019,PRECIOUS METALS DERIVATIVES,100427288,HOUSE
31/10/2019,SUPPLEMENTARY MARGINS,689321379,CLIENT
31/10/2019,SUPPLEMENTARY MARGINS,686957160,HOUSE
01/11/2019,ASIA COOPERATION PRODUCTS,6951761,CLIENT
01/11/2019,"CASH, REPO, SECLEND BOND",34239737,CLIENT
01/11/2019,"CASH, REPO, SECLEND BOND",945784707,HOUSE
01/11/2019,"CASH, REPO, SECLEND EQUITY",599321157,CLIENT
01/11/2019,"CASH, REPO, SECLEND EQUITY",419427711,HOUSE
01/11/2019,COMMODITY DERIVATIVES,3697710,CLIENT
01/11/2019,COMMODITY DERIVATIVES,3241744,HOUSE
01/11/2019,EQUITY DERIVATIVES,12288461825,CLIENT
01/11/2019,EQUITY DERIVATIVES,6813695836,HOUSE
01/11/2019,FIXED INCOME DERIVATIVES,7243650003,CLIENT
01/11/2019,FIXED INCOME DERIVATIVES,726926594,HOUSE
01/11/2019,FIXED INCOME DERIVATIVES ETF,10879288,CLIENT
01/11/2019,FIXED INCOME DERIVATIVES ETF,272802,HOUSE
01/11/2019,FX DERIVATIVES,13019961,CLIENT
01/11/2019,GC POOLING,537284404,CLIENT
01/11/2019,GC POOLING,2737452625,HOUSE
01/11/2019,OTC IRS,6819540765,CLIENT
01/11/2019,OTC IRS,4743137450,HOUSE
01/11/2019,PRECIOUS METALS DERIVATIVES,14141596,CLIENT
01/11/2019,PRECIOUS METALS DERIVATIVES,102666516,HOUSE
01/11/2019,SUPPLEMENTARY MARGINS,706725338,CLIENT
01/11/2019,SUPPLEMENTARY MARGINS,676074021,HOUSE
04/11/2019,ASIA COOPERATION PRODUCTS,2380404,CLIENT
04/11/2019,"CASH, REPO, SECLEND BOND",35029583,CLIENT
04/11/2019,"CASH, REPO, SECLEND BOND",955099205,HOUSE
04/11/2019,"CASH, REPO, SECLEND EQUITY",781091374,CLIENT
04/11/2019,"CASH, REPO, SECLEND EQUITY",495632373,HOUSE
04/11/2019,COMMODITY DERIVATIVES,3592198,CLIENT
04/11/2019,COMMODITY DERIVATIVES,3144693,HOUSE
04/11/2019,EQUITY DERIVATIVES,12559104107,CLIENT
04/11/2019,EQUITY DERIVATIVES,6665624560,HOUSE
04/11/2019,FIXED INCOME DERIVATIVES,7223476934,CLIENT
04/11/2019,FIXED INCOME DERIVATIVES,732827656,HOUSE
04/11/2019,FIXED INCOME DERIVATIVES ETF,10950567,CLIENT
04/11/2019,FIXED INCOME DERIVATIVES ETF,265619,HOUSE
04/11/2019,FX DERIVATIVES,13169855,CLIENT
04/11/2019,GC POOLING,456011290,CLIENT
04/11/2019,GC POOLING,2558748206,HOUSE
04/11/2019,OTC IRS,6707760776,CLIENT
04/11/2019,OTC IRS,4688097069,HOUSE
04/11/2019,PRECIOUS METALS DERIVATIVES,13726152,CLIENT
04/11/2019,PRECIOUS METALS DERIVATIVES,112988609,HOUSE
04/11/2019,SUPPLEMENTARY MARGINS,697871604,CLIENT
04/11/2019,SUPPLEMENTARY MARGINS,694178099,HOUSE
05/11/2019,ASIA COOPERATION PRODUCTS,4610199,CLIENT
05/11/2019,"CASH, REPO, SECLEND BOND",33648267,CLIENT
05/11/2019,"CASH, REPO, SECLEND BOND",945432267,HOUSE
05/11/2019,"CASH, REPO, SECLEND EQUITY",930026540,CLIENT
05/11/2019,"CASH, REPO, SECLEND EQUITY",539268551,HOUSE
05/11/2019,COMMODITY DERIVATIVES,3610434,CLIENT
05/11/2019,COMMODITY DERIVATIVES,3158560,HOUSE
05/11/2019,EQUITY DERIVATIVES,12498888010,CLIENT
05/11/2019,EQUITY DERIVATIVES,6543982795,HOUSE
05/11/2019,FIXED INCOME DERIVATIVES,7421699448,CLIENT
05/11/2019,FIXED INCOME DERIVATIVES,738556013,HOUSE
05/11/2019,FIXED INCOME DERIVATIVES ETF,10715303,CLIENT
05/11/2019,FIXED INCOME DERIVATIVES ETF,273239,HOUSE
05/11/2019,FX DERIVATIVES,13285492,CLIENT
05/11/2019,GC POOLING,436414775,CLIENT
05/11/2019,GC POOLING,2668978596,HOUSE
05/11/2019,OTC IRS,6633371858,CLIENT
05/11/2019,OTC IRS,4677577400,HOUSE
05/11/2019,PRECIOUS METALS DERIVATIVES,26800589,CLIENT
05/11/2019,PRECIOUS METALS DERIVATIVES,173714315,HOUSE
05/11/2019,SUPPLEMENTARY MARGINS,697871604,CLIENT
05/11/2019,SUPPLEMENTARY MARGINS,694178099,HOUSE
06/11/2019,ASIA COOPERATION PRODUCTS,10274402,CLIENT
06/11/2019,"CASH, REPO, SECLEND BOND",36305402,CLIENT
06/11/2019,"CASH, REPO, SECLEND BOND",978154491,HOUSE
06/11/2019,"CASH, REPO, SECLEND EQUITY",853326587,CLIENT
06/11/2019,"CASH, REPO, SECLEND EQUITY",531094359,HOUSE
06/11/2019,COMMODITY DERIVATIVES,3598457,CLIENT
06/11/2019,COMMODITY DERIVATIVES,3150095,HOUSE
