FACT_DATE,PRODUCT_GROUP,IM_EUR,MEMBER_TYPE
11/11/2020,FIXED INCOME DERIVATIVES ETF,11212,CLIENT
11/11/2020,FIXED INCOME DERIVATIVES ETF,88143,HOUSE
11/11/2020,FX DERIVATIVES,190909202,CLIENT
11/11/2020,GC POOLING,180023505,CLIENT
11/11/2020,GC POOLING,1869600391,HOUSE
11/11/2020,OTC IRS,8799523749,CLIENT
11/11/2020,OTC IRS,5735914429,HOUSE
11/11/2020,PRECIOUS METALS DERIVATIVES,25102821,CLIENT
11/11/2020,PRECIOUS METALS DERIVATIVES,32549823,HOUSE
11/11/2020,RELATED SECURITIES SPREAD FUTURE,36583,CLIENT
11/11/2020,SUPPLEMENTARY MARGINS,735969546,CLIENT
11/11/2020,SUPPLEMENTARY MARGINS,456089187,HOUSE
12/11/2020,ASIA COOPERATION PRODUCTS,1529552,CLIENT
12/11/2020,ASIA COOPERATION PRODUCTS,26608,HOUSE
12/11/2020,"CASH, REPO, SECLEND BOND",85343398,CLIENT
12/11/2020,"CASH, REPO, SECLEND BOND",1580222076,HOUSE
12/11/2020,"CASH, REPO, SECLEND EQUITY",1522011993,CLIENT
12/11/2020,"CASH, REPO, SECLEND EQUITY",540659757,HOUSE
12/11/2020,COMMODITY DERIVATIVES,2421120,CLIENT
12/11/2020,COMMODITY DERIVATIVES,2148574,HOUSE
12/11/2020,DIVIDEND FUTURES,224839,HOUSE
12/11/2020,EQUITY DERIVATIVES,16987396971,CLIENT
12/11/2020,EQUITY DERIVATIVES,10786652581,HOUSE
12/11/2020,FIXED INCOME DERIVATIVES,5848090364,CLIENT
12/11/2020,FIXED INCOME DERIVATIVES,626287839,HOUSE
12/11/2020,FIXED INCOME DERIVATIVES ETF,38919542,CLIENT
12/11/2020,FIXED INCOME DERIVATIVES ETF,19762594,HOUSE
12/11/2020,FX DERIVATIVES,191198573,CLIENT
12/11/2020,GC POOLING,165360617,CLIENT
12/11/2020,GC POOLING,1690327681,HOUSE
12/11/2020,OTC IRS,8949361558,CLIENT
12/11/2020,OTC IRS,5802257072,HOUSE
12/11/2020,PRECIOUS METALS DERIVATIVES,38044668,CLIENT
12/11/2020,PRECIOUS METALS DERIVATIVES,50930225,HOUSE
12/11/2020,RELATED SECURITIES SPREAD FUTURE,36615,CLIENT
12/11/2020,SUPPLEMENTARY MARGINS,735969546,CLIENT
12/11/2020,SUPPLEMENTARY MARGINS,455957619,HOUSE
13/11/2020,ASIA COOPERATION PRODUCTS,1724574,CLIENT
13/11/2020,ASIA COOPERATION PRODUCTS,20561,HOUSE
13/11/2020,"CASH, REPO, SECLEND BOND",79197179,CLIENT
13/11/2020,"CASH, REPO, SECLEND BOND",1656558823,HOUSE
13/11/2020,"CASH, REPO, SECLEND EQUITY",1231675293,CLIENT
13/11/2020,"CASH, REPO, SECLEND EQUITY",510131773,HOUSE
13/11/2020,COMMODITY DERIVATIVES,2390300,CLIENT
13/11/2020,COMMODITY DERIVATIVES,2125302,HOUSE
13/11/2020,DIVIDEND FUTURES,223247,HOUSE
13/11/2020,EQUITY DERIVATIVES,16996280377,CLIENT
13/11/2020,EQUITY DERIVATIVES,10804850502,HOUSE
13/11/2020,FIXED INCOME DERIVATIVES,5796338638,CLIENT
13/11/2020,FIXED INCOME DERIVATIVES,634861004,HOUSE
13/11/2020,FIXED INCOME DERIVATIVES ETF,31987773,CLIENT
13/11/2020,FIXED INCOME DERIVATIVES ETF,12358955,HOUSE
13/11/2020,FX DERIVATIVES,190579786,CLIENT
13/11/2020,GC POOLING,203369724,CLIENT
13/11/2020,GC POOLING,1791720649,HOUSE
13/11/2020,OTC IRS,9004169158,CLIENT
13/11/2020,OTC IRS,5809772870,HOUSE
13/11/2020,PRECIOUS METALS DERIVATIVES,38057430,CLIENT
13/11/2020,PRECIOUS METALS DERIVATIVES,46254465,HOUSE
13/11/2020,RELATED SECURITIES SPREAD FUTURE,36472,CLIENT
13/11/2020,SUPPLEMENTARY MARGINS,690366791,CLIENT
13/11/2020,SUPPLEMENTARY MARGINS,770172528,HOUSE
16/11/2020,ASIA COOPERATION PRODUCTS,7015878,CLIENT
16/11/2020,ASIA COOPERATION PRODUCTS,123335,HOUSE
16/11/2020,"CASH, REPO, SECLEND BOND",75697826,CLIENT
16/11/2020,"CASH, REPO, SECLEND BOND",1767512855,HOUSE
16/11/2020,"CASH, REPO, SECLEND EQUITY",1306349708,CLIENT
16/11/2020,"CASH, REPO, SECLEND EQUITY",505157421,HOUSE
16/11/2020,COMMODITY DERIVATIVES,2384604,CLIENT
16/11/2020,COMMODITY DERIVATIVES,2121986,HOUSE
16/11/2020,DIVIDEND FUTURES,221801,HOUSE
16/11/2020,EQUITY DERIVATIVES,16929011467,CLIENT
16/11/2020,EQUITY DERIVATIVES,10817838162,HOUSE
16/11/2020,FIXED INCOME DERIVATIVES,5936692336,CLIENT
16/11/2020,FIXED INCOME DERIVATIVES,676254964,HOUSE
16/11/2020,FIXED INCOME DERIVATIVES ETF,32961449,CLIENT
16/11/2020,FIXED INCOME DERIVATIVES ETF,12153265,HOUSE
16/11/2020,FX DERIVATIVES,190316940,CLIENT
16/11/2020,GC POOLING,203606081,CLIENT
16/11/2020,GC POOLING,1787283783,HOUSE
16/11/2020,OTC IRS,9002009855,CLIENT
16/11/2020,OTC IRS,5787191054,HOUSE
16/11/2020,PRECIOUS METALS DERIVATIVES,36997209,CLIENT
16/11/2020,PRECIOUS METALS DERIVATIVES,44544411,HOUSE
16/11/2020,RELATED SECURITIES SPREAD FUTURE,35755,CLIENT
16/11/2020,SUPPLEMENTARY MARGINS,759525543,CLIENT
16/11/2020,SUPPLEMENTARY MARGINS,734633367,HOUSE
17/11/2020,ASIA COOPERATION PRODUCTS,2202871,CLIENT
17/11/2020,ASIA COOPERATION PRODUCTS,27196,HOUSE
17/11/2020,"CASH, REPO, SECLEND BOND",56273192,CLIENT
17/11/2020,"CASH, REPO, SECLEND BOND",1747456640,HOUSE
17/11/2020,"CASH, REPO, SECLEND EQUITY",1370886881,CLIENT
17/11/2020,"CASH, REPO, SECLEND EQUITY",448739021,HOUSE
17/11/2020,COMMODITY DERIVATIVES,2384855,CLIENT
17/11/2020,COMMODITY DERIVATIVES,2129502,HOUSE
17/11/2020,DIVIDEND FUTURES,219683,HOUSE
17/11/2020,EQUITY DERIVATIVES,16799251256,CLIENT
17/11/2020,EQUITY DERIVATIVES,10580527641,HOUSE
17/11/2020,FIXED INCOME DERIVATIVES,5952401243,CLIENT
17/11/2020,FIXED INCOME DERIVATIVES,673269094,HOUSE
17/11/2020,FIXED INCOME DERIVATIVES ETF,30911886,CLIENT
17/11/2020,FIXED INCOME DERIVATIVES ETF,12069074,HOUSE
17/11/2020,FX DERIVATIVES,189684105,CLIENT
17/11/2020,GC POOLING,161886892,CLIENT
17/11/2020,GC POOLING,2025500883,HOUSE
17/11/2020,OTC IRS,9024553224,CLIENT
17/11/2020,OTC IRS,5783693171,HOUSE
17/11/2020,PRECIOUS METALS DERIVATIVES,35492514,CLIENT
17/11/2020,PRECIOUS METALS DERIVATIVES,45085453,HOUSE
17/11/2020,RELATED SECURITIES SPREAD FUTURE,36838,CLIENT
17/11/2020,SUPPLEMENTARY MARGINS,759525543,CLIENT
17/11/2020,SUPPLEMENTARY MARGINS,734644183,HOUSE
18/11/2020,ASIA COOPERATION PRODUCTS,5491683,CLIENT
18/11/2020,ASIA COOPERATION PRODUCTS,31227,HOUSE
18/11/2020,"CASH, REPO, SECLEND BOND",57185799,CLIENT
18/11/2020,"CASH, REPO, SECLEND BOND",1686231557,HOUSE
18/11/2020,"CASH, REPO, SECLEND EQUITY",1221660092,CLIENT
18/11/2020,"CASH, REPO, SECLEND EQUITY",424610993,HOUSE
18/11/2020,COMMODITY DERIVATIVES,2407218,CLIENT
18/11/2020,COMMODITY DERIVATIVES,2162324,HOUSE
18/11/2020,DIVIDEND FUTURES,219761,HOUSE
18/11/2020,EQUITY DERIVATIVES,16902109523,CLIENT
18/11/2020,EQUITY DERIVATIVES,10452200198,HOUSE
18/11/2020,FIXED INCOME DERIVATIVES,6047035166,CLIENT
18/11/2020,FIXED INCOME DERIVATIVES,688055992,HOUSE
18/11/2020,FIXED INCOME DERIVATIVES ETF,30695888,CLIENT
18/11/2020,FIXED INCOME DERIVATIVES ETF,12012690,HOUSE
18/11/2020,FX DERIVATIVES,189642438,CLIENT
18/11/2020,GC POOLING,135036286,CLIENT
18/11/2020,GC POOLING,1752331091,HOUSE
18/11/2020,OTC IRS,9101438897,CLIENT
18/11/2020,OTC IRS,5785691889,HOUSE
18/11/2020,PRECIOUS METALS DERIVATIVES,38601015,CLIENT
18/11/2020,PRECIOUS METALS DERIVATIVES,56050173,HOUSE
18/11/2020,RELATED SECURITIES SPREAD FUTURE,39879,CLIENT
18/11/2020,SUPPLEMENTARY MARGINS,759525543,CLIENT
18/11/2020,SUPPLEMENTARY MARGINS,734713788,HOUSE
19/11/2020,ASIA COOPERATION PRODUCTS,5586757,CLIENT
19/11/2020,ASIA COOPERATION PRODUCTS,21297,HOUSE
19/11/2020,"CASH, REPO, SECLEND BOND",57251111,CLIENT
19/11/2020,"CASH, REPO, SECLEND BOND",1752872188,HOUSE
19/11/2020,"CASH, REPO, SECLEND EQUITY",1110754909,CLIENT
19/11/2020,"CASH, REPO, SECLEND EQUITY",415260904,HOUSE
19/11/2020,COMMODITY DERIVATIVES,2368691,CLIENT
19/11/2020,COMMODITY DERIVATIVES,2138499,HOUSE
19/11/2020,DIVIDEND FUTURES,219275,HOUSE
19/11/2020,EQUITY DERIVATIVES,16516311163,CLIENT
19/11/2020,EQUITY DERIVATIVES,10352353452,HOUSE
19/11/2020,FIXED INCOME DERIVATIVES,6099884542,CLIENT
19/11/2020,FIXED INCOME DERIVATIVES,673602167,HOUSE
19/11/2020,FIXED INCOME DERIVATIVES ETF,28434593,CLIENT
19/11/2020,FIXED INCOME DERIVATIVES ETF,12371553,HOUSE
19/11/2020,FX DERIVATIVES,189550236,CLIENT
19/11/2020,GC POOLING,189581575,CLIENT
19/11/2020,GC POOLING,1681972567,HOUSE
19/11/2020,OTC IRS,9206866697,CLIENT
19/11/2020,OTC IRS,5879665077,HOUSE
19/11/2020,PRECIOUS METALS DERIVATIVES,37231251,CLIENT
19/11/2020,PRECIOUS METALS DERIVATIVES,65849726,HOUSE
19/11/2020,RELATED SECURITIES SPREAD FUTURE,42947,CLIENT
19/11/2020,SUPPLEMENTARY MARGINS,759525543,CLIENT
19/11/2020,SUPPLEMENTARY MARGINS,734755447,HOUSE
20/11/2020,ASIA COOPERATION PRODUCTS,18549096,CLIENT
20/11/2020,ASIA COOPERATION PRODUCTS,9092,HOUSE
20/11/2020,"CASH, REPO, SECLEND BOND",55027300,CLIENT
20/11/2020,"CASH, REPO, SECLEND BOND",1643747684,HOUSE
20/11/2020,"CASH, REPO, SECLEND EQUITY",1398325690,CLIENT
20/11/2020,"CASH, REPO, SECLEND EQUITY",611683685,HOUSE
20/11/2020,COMMODITY DERIVATIVES,2420541,CLIENT
20/11/2020,COMMODITY DERIVATIVES,2194183,HOUSE
20/11/2020,DIVIDEND FUTURES,217183,HOUSE
20/11/2020,EQUITY DERIVATIVES,17295808914,CLIENT
20/11/2020,EQUITY DERIVATIVES,10543972417,HOUSE
20/11/2020,FIXED INCOME DERIVATIVES,6206437963,CLIENT
20/11/2020,FIXED INCOME DERIVATIVES,645960174,HOUSE
20/11/2020,FIXED INCOME DERIVATIVES ETF,24274144,CLIENT
20/11/2020,FIXED INCOME DERIVATIVES ETF,10818127,HOUSE
20/11/2020,FX DERIVATIVES,189107362,CLIENT
20/11/2020,GC POOLING,172846835,CLIENT
20/11/2020,GC POOLING,1836933009,HOUSE
20/11/2020,OTC IRS,9212608976,CLIENT
20/11/2020,OTC IRS,5877212274,HOUSE
20/11/2020,PRECIOUS METALS DERIVATIVES,38701490,CLIENT
20/11/2020,PRECIOUS METALS DERIVATIVES,55995793,HOUSE
20/11/2020,RELATED SECURITIES SPREAD FUTURE,42774,CLIENT
20/11/2020,SUPPLEMENTARY MARGINS,777938612,CLIENT
20/11/2020,SUPPLEMENTARY MARGINS,692251636,HOUSE
23/11/2020,ASIA COOPERATION PRODUCTS,4365646,CLIENT
23/11/2020,ASIA COOPERATION PRODUCTS,97389,HOUSE
23/11/2020,"CASH, REPO, SECLEND BOND",66379737,CLIENT
23/11/2020,"CASH, REPO, SECLEND BOND",1599476450,HOUSE
23/11/2020,"CASH, REPO, SECLEND EQUITY",1487935504,CLIENT
23/11/2020,"CASH, REPO, SECLEND EQUITY",595104487,HOUSE
23/11/2020,COMMODITY DERIVATIVES,2651544,CLIENT
23/11/2020,COMMODITY DERIVATIVES,2358952,HOUSE
23/11/2020,DIVIDEND FUTURES,215381,HOUSE
23/11/2020,EQUITY DERIVATIVES,17191581341,CLIENT
23/11/2020,EQUITY DERIVATIVES,10441517392,HOUSE
23/11/2020,FIXED INCOME DERIVATIVES,6158752231,CLIENT
23/11/2020,FIXED INCOME DERIVATIVES,604401137,HOUSE
23/11/2020,FIXED INCOME DERIVATIVES ETF,29338147,CLIENT
23/11/2020,FIXED INCOME DERIVATIVES ETF,12219233,HOUSE
23/11/2020,FX DERIVATIVES,187697791,CLIENT
23/11/2020,GC POOLING,163442011,CLIENT
23/11/2020,GC POOLING,1922909962,HOUSE
23/11/2020,OTC IRS,9178142994,CLIENT
23/11/2020,OTC IRS,5861732395,HOUSE
23/11/2020,PRECIOUS METALS DERIVATIVES,37338859,CLIENT
23/11/2020,PRECIOUS METALS DERIVATIVES,65831823,HOUSE
23/11/2020,RELATED SECURITIES SPREAD FUTURE,42274,CLIENT
23/11/2020,SUPPLEMENTARY MARGINS,731804030,CLIENT
23/11/2020,SUPPLEMENTARY MARGINS,663777349,HOUSE
24/11/2020,ASIA COOPERATION PRODUCTS,7179199,CLIENT
24/11/2020,ASIA COOPERATION PRODUCTS,10465,HOUSE
24/11/2020,"CASH, REPO, SECLEND BOND",73615010,CLIENT
24/11/2020,"CASH, REPO, SECLEND BOND",1613489740,HOUSE
24/11/2020,"CASH, REPO, SECLEND EQUITY",1439424357,CLIENT
24/11/2020,"CASH, REPO, SECLEND EQUITY",518885501,HOUSE
24/11/2020,COMMODITY DERIVATIVES,2732431,CLIENT
24/11/2020,COMMODITY DERIVATIVES,2419401,HOUSE
24/11/2020,DIVIDEND FUTURES,214904,HOUSE
24/11/2020,EQUITY DERIVATIVES,17112806061,CLIENT
24/11/2020,EQUITY DERIVATIVES,10526095448,HOUSE
24/11/2020,FIXED INCOME DERIVATIVES,6338638264,CLIENT
24/11/2020,FIXED INCOME DERIVATIVES,609318816,HOUSE
24/11/2020,FIXED INCOME DERIVATIVES ETF,35913068,CLIENT
24/11/2020,FIXED INCOME DERIVATIVES ETF,18535020,HOUSE
24/11/2020,FX DERIVATIVES,188885163,CLIENT
24/11/2020,GC POOLING,166848364,CLIENT
24/11/2020,GC POOLING,1958757280,HOUSE
24/11/2020,OTC IRS,9163882975,CLIENT
24/11/2020,OTC IRS,5845991237,HOUSE
24/11/2020,PRECIOUS METALS DERIVATIVES,41190156,CLIENT
24/11/2020,PRECIOUS METALS DERIVATIVES,72523220,HOUSE
24/11/2020,RELATED SECURITIES SPREAD FUTURE,41750,CLIENT
24/11/2020,SUPPLEMENTARY MARGINS,731804030,CLIENT
24/11/2020,SUPPLEMENTARY MARGINS,663671042,HOUSE
25/11/2020,ASIA COOPERATION PRODUCTS,15863370,CLIENT
25/11/2020,ASIA COOPERATION PRODUCTS,10764,HOUSE
25/11/2020,"CASH, REPO, SECLEND BOND",90165848,CLIENT
25/11/2020,"CASH, REPO, SECLEND BOND",1597496006,HOUSE
25/11/2020,"CASH, REPO, SECLEND EQUITY",1317894697,CLIENT
25/11/2020,"CASH, REPO, SECLEND EQUITY",461860768,HOUSE
25/11/2020,COMMODITY DERIVATIVES,2643712,CLIENT
25/11/2020,COMMODITY DERIVATIVES,2367108,HOUSE
25/11/2020,DIVIDEND FUTURES,213348,HOUSE
25/11/2020,EQUITY DERIVATIVES,16987079670,CLIENT
25/11/2020,EQUITY DERIVATIVES,10511074606,HOUSE
25/11/2020,FIXED INCOME DERIVATIVES,6273985847,CLIENT
25/11/2020,FIXED INCOME DERIVATIVES,640315360,HOUSE
25/11/2020,FIXED INCOME DERIVATIVES ETF,38542218,CLIENT
25/11/2020,FIXED INCOME DERIVATIVES ETF,19510375,HOUSE
25/11/2020,FX DERIVATIVES,188583419,CLIENT
25/11/2020,GC POOLING,183793172,CLIENT
25/11/2020,GC POOLING,1812532027,HOUSE
25/11/2020,OTC IRS,9152253526,CLIENT
25/11/2020,OTC IRS,5843264598,HOUSE
25/11/2020,PRECIOUS METALS DERIVATIVES,40847614,CLIENT
25/11/2020,PRECIOUS METALS DERIVATIVES,72192736,HOUSE
25/11/2020,RELATED SECURITIES SPREAD FUTURE,41969,CLIENT
25/11/2020,SUPPLEMENTARY MARGINS,731804030,CLIENT
25/11/2020,SUPPLEMENTARY MARGINS,663651754,HOUSE
26/11/2020,ASIA COOPERATION PRODUCTS,1796275,CLIENT
26/11/2020,ASIA COOPERATION PRODUCTS,4829,HOUSE
26/11/2020,"CASH, REPO, SECLEND BOND",92353595,CLIENT
26/11/2020,"CASH, REPO, SECLEND BOND",1626254747,HOUSE
26/11/2020,"CASH, REPO, SECLEND EQUITY",1119134094,CLIENT
26/11/2020,"CASH, REPO, SECLEND EQUITY",388311335,HOUSE
26/11/2020,COMMODITY DERIVATIVES,4978356,CLIENT
26/11/2020,COMMODITY DERIVATIVES,4451218,HOUSE
26/11/2020,DIVIDEND FUTURES,212075,HOUSE
26/11/2020,EQUITY DERIVATIVES,16964128792,CLIENT
26/11/2020,EQUITY DERIVATIVES,10499772412,HOUSE
26/11/2020,FIXED INCOME DERIVATIVES,6291470595,CLIENT
26/11/2020,FIXED INCOME DERIVATIVES,639949043,HOUSE
26/11/2020,FIXED INCOME DERIVATIVES ETF,41859839,CLIENT
26/11/2020,FIXED INCOME DERIVATIVES ETF,20890038,HOUSE
26/11/2020,FX DERIVATIVES,197156529,CLIENT
26/11/2020,GC POOLING,205625241,CLIENT
26/11/2020,GC POOLING,1811746475,HOUSE
26/11/2020,OTC IRS,9174136037,CLIENT
26/11/2020,OTC IRS,5867522012,HOUSE
26/11/2020,PRECIOUS METALS DERIVATIVES,41249781,CLIENT
26/11/2020,PRECIOUS METALS DERIVATIVES,72265763,HOUSE
26/11/2020,RELATED SECURITIES SPREAD FUTURE,43627,CLIENT
26/11/2020,SUPPLEMENTARY MARGINS,760866896,CLIENT
26/11/2020,SUPPLEMENTARY MARGINS,662940366,HOUSE
27/11/2020,ASIA COOPERATION PRODUCTS,5861596,CLIENT
27/11/2020,ASIA COOPERATION PRODUCTS,6273,HOUSE
27/11/2020,"CASH, REPO, SECLEND BOND",92247607,CLIENT
27/11/2020,"CASH, REPO, SECLEND BOND",1733006807,HOUSE
27/11/2020,"CASH, REPO, SECLEND EQUITY",1030957713,CLIENT
27/11/2020,"CASH, REPO, SECLEND EQUITY",413387634,HOUSE
27/11/2020,COMMODITY DERIVATIVES,5082324,CLIENT
27/11/2020,COMMODITY DERIVATIVES,4419037,HOUSE
27/11/2020,DIVIDEND FUTURES,211684,HOUSE
27/11/2020,EQUITY DERIVATIVES,17144825779,CLIENT
27/11/2020,EQUITY DERIVATIVES,10451042996,HOUSE
27/11/2020,FIXED INCOME DERIVATIVES,6239144474,CLIENT
27/11/2020,FIXED INCOME DERIVATIVES,621951701,HOUSE
27/11/2020,FIXED INCOME DERIVATIVES ETF,40868952,CLIENT
27/11/2020,FIXED INCOME DERIVATIVES ETF,20778985,HOUSE
27/11/2020,FX DERIVATIVES,197576372,CLIENT
27/11/2020,GC POOLING,158730300,CLIENT
27/11/2020,GC POOLING,1843196427,HOUSE
27/11/2020,OTC IRS,9133754570,CLIENT
27/11/2020,OTC IRS,5864801255,HOUSE
27/11/2020,PRECIOUS METALS DERIVATIVES,35635065,CLIENT
27/11/2020,PRECIOUS METALS DERIVATIVES,50158936,HOUSE
27/11/2020,RELATED SECURITIES SPREAD FUTURE,43942,CLIENT
27/11/2020,SUPPLEMENTARY MARGINS,778147110,CLIENT
27/11/2020,SUPPLEMENTARY MARGINS,618084711,HOUSE
30/11/2020,ASIA COOPERATION PRODUCTS,26212526,CLIENT
30/11/2020,ASIA COOPERATION PRODUCTS,17616,HOUSE
30/11/2020,"CASH, REPO, SECLEND BOND",82235713,CLIENT
30/11/2020,"CASH, REPO, SECLEND BOND",1827678450,HOUSE
30/11/2020,"CASH, REPO, SECLEND EQUITY",1416852212,CLIENT
30/11/2020,"CASH, REPO, SECLEND EQUITY",732766067,HOUSE
30/11/2020,COMMODITY DERIVATIVES,4284387,CLIENT
30/11/2020,COMMODITY DERIVATIVES,3700815,HOUSE
30/11/2020,DIVIDEND FUTURES,208473,HOUSE
30/11/2020,EQUITY DERIVATIVES,16252621108,CLIENT
30/11/2020,EQUITY DERIVATIVES,10581023242,HOUSE
30/11/2020,FIXED INCOME DERIVATIVES,5867292687,CLIENT
30/11/2020,FIXED INCOME DERIVATIVES,647070528,HOUSE
30/11/2020,FIXED INCOME DERIVATIVES ETF,40759075,CLIENT
30/11/2020,FIXED INCOME DERIVATIVES ETF,19568990,HOUSE
30/11/2020,FX DERIVATIVES,195909214,CLIENT
30/11/2020,GC POOLING,215809306,CLIENT
30/11/2020,GC POOLING,1686663588,HOUSE
30/11/2020,OTC IRS,9124984755,CLIENT
30/11/2020,OTC IRS,5860945691,HOUSE
30/11/2020,PRECIOUS METALS DERIVATIVES,27898825,CLIENT
30/11/2020,PRECIOUS METALS DERIVATIVES,35652674,HOUSE
30/11/2020,RELATED SECURITIES SPREAD FUTURE,44176,CLIENT
30/11/2020,SUPPLEMENTARY MARGINS,816170601,CLIENT
30/11/2020,SUPPLEMENTARY MARGINS,595196200,HOUSE
01/12/2020,ASIA COOPERATION PRODUCTS,8890825,CLIENT
01/12/2020,ASIA COOPERATION PRODUCTS,9440,HOUSE
01/12/2020,"CASH, REPO, SECLEND BOND",77469152,CLIENT
01/12/2020,"CASH, REPO, SECLEND BOND",1752727536,HOUSE
01/12/2020,"CASH, REPO, SECLEND EQUITY",1616773180,CLIENT
01/12/2020,"CASH, REPO, SECLEND EQUITY",722976340,HOUSE
01/12/2020,COMMODITY DERIVATIVES,4566327,CLIENT
01/12/2020,COMMODITY DERIVATIVES,3959999,HOUSE
01/12/2020,DIVIDEND FUTURES,207610,HOUSE
01/12/2020,EQUITY DERIVATIVES,16184897420,CLIENT
01/12/2020,EQUITY DERIVATIVES,10571558795,HOUSE
01/12/2020,FIXED INCOME DERIVATIVES,5733063965,CLIENT
01/12/2020,FIXED INCOME DERIVATIVES,638058031,HOUSE
01/12/2020,FIXED INCOME DERIVATIVES ETF,43056414,CLIENT
01/12/2020,FIXED INCOME DERIVATIVES ETF,19844726,HOUSE
01/12/2020,FX DERIVATIVES,196807611,CLIENT
01/12/2020,GC POOLING,183033227,CLIENT
01/12/2020,GC POOLING,1696658981,HOUSE
01/12/2020,OTC IRS,9095377256,CLIENT
01/12/2020,OTC IRS,5829555743,HOUSE
01/12/2020,PRECIOUS METALS DERIVATIVES,30054644,CLIENT
01/12/2020,PRECIOUS METALS DERIVATIVES,38292753,HOUSE
01/12/2020,RELATED SECURITIES SPREAD FUTURE,47610,CLIENT
01/12/2020,SUPPLEMENTARY MARGINS,816170601,CLIENT
01/12/2020,SUPPLEMENTARY MARGINS,595223436,HOUSE
02/12/2020,ASIA COOPERATION PRODUCTS,3588039,CLIENT
02/12/2020,ASIA COOPERATION PRODUCTS,28481,HOUSE
02/12/2020,"CASH, REPO, SECLEND BOND",76848283,CLIENT
02/12/2020,"CASH, REPO, SECLEND BOND",1638490554,HOUSE
02/12/2020,"CASH, REPO, SECLEND EQUITY",1383361949,CLIENT
02/12/2020,"CASH, REPO, SECLEND EQUITY",478395358,HOUSE
02/12/2020,COMMODITY DERIVATIVES,4496616,CLIENT
02/12/2020,COMMODITY DERIVATIVES,3898537,HOUSE
02/12/2020,DIVIDEND FUTURES,204841,HOUSE
02/12/2020,EQUITY DERIVATIVES,15865412463,CLIENT
02/12/2020,EQUITY DERIVATIVES,10552669000,HOUSE
02/12/2020,FIXED INCOME DERIVATIVES,5811363490,CLIENT
02/12/2020,FIXED INCOME DERIVATIVES,660471812,HOUSE
02/12/2020,FIXED INCOME DERIVATIVES ETF,42614157,CLIENT
02/12/2020,FIXED INCOME DERIVATIVES ETF,20196031,HOUSE
02/12/2020,FX DERIVATIVES,195936810,CLIENT
02/12/2020,GC POOLING,149171284,CLIENT
02/12/2020,GC POOLING,1606810330,HOUSE
02/12/2020,OTC IRS,9059091514,CLIENT
02/12/2020,OTC IRS,5847576500,HOUSE
02/12/2020,PRECIOUS METALS DERIVATIVES,31745704,CLIENT
02/12/2020,PRECIOUS METALS DERIVATIVES,39479660,HOUSE
02/12/2020,RELATED SECURITIES SPREAD FUTURE,43689,CLIENT
02/12/2020,SUPPLEMENTARY MARGINS,816170601,CLIENT
02/12/2020,SUPPLEMENTARY MARGINS,595006921,HOUSE
03/12/2020,ASIA COOPERATION PRODUCTS,3432183,CLIENT
03/12/2020,ASIA COOPERATION PRODUCTS,408336,HOUSE
03/12/2020,"CASH, REPO, SECLEND BOND",79418940,CLIENT
03/12/2020,"CASH, REPO, SECLEND BOND",1727515806,HOUSE
03/12/2020,"CASH, REPO, SECLEND EQUITY",1203660959,CLIENT
03/12/2020,"CASH, REPO, SECLEND EQUITY",439652249,HOUSE
03/12/2020,COMMODITY DERIVATIVES,4129207,CLIENT
03/12/2020,COMMODITY DERIVATIVES,3578665,HOUSE
03/12/2020,DIVIDEND FUTURES,202346,HOUSE
03/12/2020,EQUITY DERIVATIVES,15846204625,CLIENT
03/12/2020,EQUITY DERIVATIVES,10568254381,HOUSE
03/12/2020,FIXED INCOME DERIVATIVES,6109510056,CLIENT
03/12/2020,FIXED INCOME DERIVATIVES,599321549,HOUSE
03/12/2020,FIXED INCOME DERIVATIVES ETF,40462037,CLIENT
03/12/2020,FIXED INCOME DERIVATIVES ETF,20367777,HOUSE
03/12/2020,FX DERIVATIVES,196337269,CLIENT
03/12/2020,GC POOLING,165140875,CLIENT
03/12/2020,GC POOLING,1581087693,HOUSE
03/12/2020,OTC IRS,9139751061,CLIENT
03/12/2020,OTC IRS,5852456977,HOUSE
03/12/2020,PRECIOUS METALS DERIVATIVES,31279458,CLIENT
03/12/2020,PRECIOUS METALS DERIVATIVES,39235591,HOUSE
03/12/2020,RELATED SECURITIES SPREAD FUTURE,43274,CLIENT
03/12/2020,SUPPLEMENTARY MARGINS,816170601,CLIENT
03/12/2020,SUPPLEMENTARY MARGINS,594931073,HOUSE
04/12/2020,ASIA COOPERATION PRODUCTS,9940751,CLIENT
04/12/2020,ASIA COOPERATION PRODUCTS,28673,HOUSE
04/12/2020,"CASH, REPO, SECLEND BOND",83016162,CLIENT
04/12/2020,"CASH, REPO, SECLEND BOND",1765690229,HOUSE
04/12/2020,"CASH, REPO, SECLEND EQUITY",1149170303,CLIENT
04/12/2020,"CASH, REPO, SECLEND EQUITY",388296663,HOUSE
04/12/2020,COMMODITY DERIVATIVES,4188551,CLIENT
04/12/2020,COMMODITY DERIVATIVES,3607032,HOUSE
04/12/2020,DIVIDEND FUTURES,201174,HOUSE
04/12/2020,EQUITY DERIVATIVES,15808409810,CLIENT
04/12/2020,EQUITY DERIVATIVES,10570601686,HOUSE
04/12/2020,FIXED INCOME DERIVATIVES,6295941094,CLIENT
04/12/2020,FIXED INCOME DERIVATIVES,564843499,HOUSE
04/12/2020,FIXED INCOME DERIVATIVES ETF,40219078,CLIENT
