Description,Volume,N.Calls,Typpe
2020-07-29T00:00:00Z,24113599.1,2,Market Movement
2020-07-30T00:00:00Z,95539555.48,5,Change of Positions
2020-07-30T00:00:00Z,915796389.3,21,Market Movement
2020-07-31T00:00:00Z,286780891.3,6,Change of Positions
2020-07-31T00:00:00Z,69341547.14,4,Market Movement
2020-08-03T00:00:00Z,140500000,8,Change of Positions
2020-08-03T00:00:00Z,754762152.5,16,Market Movement
2020-08-04T00:00:00Z,132047173.8,4,Change of Positions
2020-08-04T00:00:00Z,14449638.76,1,Market Movement
2020-08-05T00:00:00Z,119437911.3,5,Change of Positions
2020-08-05T00:00:00Z,219260344.3,10,Market Movement
2020-08-06T00:00:00Z,227396310.1,6,Change of Positions
2020-08-06T00:00:00Z,15500000,1,Market Movement
2020-08-07T00:00:00Z,83273208.09,3,Change of Positions
2020-08-10T00:00:00Z,171858752,4,Change of Positions
2020-08-11T00:00:00Z,188920157.2,5,Change of Positions
2020-08-11T00:00:00Z,1464721490,28,Market Movement
2020-08-12T00:00:00Z,150409778.3,4,Change of Positions
2020-08-12T00:00:00Z,740657142.6,11,Market Movement
2020-08-13T00:00:00Z,11000000,1,Change of Positions
2020-08-13T00:00:00Z,176718935.8,6,Market Movement
2020-08-14T00:00:00Z,402000000,4,Market Movement
2020-08-17T00:00:00Z,190247194.8,2,Change of Positions
2020-08-17T00:00:00Z,13076858.18,1,Market Movement
2020-08-18T00:00:00Z,23097597.85,1,Change of Positions
2020-08-19T00:00:00Z,60341238.58,2,Change of Positions
2020-08-19T00:00:00Z,24721360.93,2,Market Movement
2020-08-20T00:00:00Z,86487341.77,5,Change of Positions
2020-08-20T00:00:00Z,84500000,2,Market Movement
2020-08-21T00:00:00Z,362021879.5,6,Change of Positions
2020-08-24T00:00:00Z,188565459.6,7,Change of Positions
2020-08-24T00:00:00Z,901715227.1,16,Market Movement
2020-08-25T00:00:00Z,121196800.4,5,Change of Positions
2020-08-25T00:00:00Z,582457694.7,19,Market Movement
2020-08-26T00:00:00Z,189363771.3,9,Change of Positions
2020-08-26T00:00:00Z,131500000,2,Market Movement
2020-08-27T00:00:00Z,55903777.74,2,Change of Positions
2020-08-27T00:00:00Z,261281890.6,8,Market Movement
2020-08-28T00:00:00Z,116210076.2,4,Change of Positions
2020-08-28T00:00:00Z,39500000,2,Market Movement
2020-08-31T00:00:00Z,109188442.2,5,Change of Positions
2020-08-31T00:00:00Z,81500000,4,Market Movement
2020-09-01T00:00:00Z,224120839.2,6,Change of Positions
2020-09-01T00:00:00Z,104096437.8,4,Market Movement
2020-09-02T00:00:00Z,345162465.2,11,Change of Positions
2020-09-02T00:00:00Z,997258985.4,20,Market Movement
2020-09-03T00:00:00Z,239486963.5,7,Change of Positions
2020-09-03T00:00:00Z,775034862.1,12,Market Movement
2020-09-04T00:00:00Z,112822327.3,5,Change of Positions
2020-09-04T00:00:00Z,72164589.68,2,Market Movement
2020-09-07T00:00:00Z,105166296.6,3,Change of Positions
2020-09-07T00:00:00Z,628380423.7,10,Market Movement
2020-09-08T00:00:00Z,278000000,5,Change of Positions
2020-09-08T00:00:00Z,100000000,4,Market Movement
2020-09-09T00:00:00Z,400877388.9,7,Change of Positions
2020-09-09T00:00:00Z,451112305,13,Market Movement
2020-09-10T00:00:00Z,150500000,5,Change of Positions
2020-09-10T00:00:00Z,183613674.5,4,Market Movement
2020-09-11T00:00:00Z,679683735.4,6,Change of Positions
2020-09-11T00:00:00Z,236134891.2,8,Market Movement
2020-09-14T00:00:00Z,233837319,8,Change of Positions
2020-09-15T00:00:00Z,452521190.7,12,Change of Positions
2020-09-15T00:00:00Z,108055835.9,1,Market Movement
2020-09-16T00:00:00Z,273907953.5,4,Change of Positions
2020-09-16T00:00:00Z,284354200,1,Market Movement
2020-09-17T00:00:00Z,131000000,8,Change of Positions
2020-09-17T00:00:00Z,221767313.7,3,Market Movement
2020-09-18T00:00:00Z,958318135.7,10,Change of Positions
2020-09-21T00:00:00Z,350271867.3,8,Change of Positions
2020-09-21T00:00:00Z,781976766.3,18,Market Movement
2020-09-22T00:00:00Z,125521580.8,3,Change of Positions
2020-09-22T00:00:00Z,91864532.94,4,Market Movement
2020-09-23T00:00:00Z,114500000,5,Change of Positions
2020-09-23T00:00:00Z,162273368.6,7,Market Movement
2020-09-24T00:00:00Z,176100472.3,7,Change of Positions
2020-09-24T00:00:00Z,90000000,3,Market Movement
2020-09-25T00:00:00Z,163000000,4,Change of Positions
2020-09-25T00:00:00Z,10500000,1,Market Movement
2020-09-28T00:00:00Z,70494001.71,3,Change of Positions
2020-09-28T00:00:00Z,876099104.8,16,Market Movement
2020-09-29T00:00:00Z,122327636.3,6,Change of Positions
2020-09-30T00:00:00Z,151965835.3,6,Change of Positions
2020-09-30T00:00:00Z,14500000,1,Market Movement
2020-10-01T00:00:00Z,89500000,5,Change of Positions
2020-10-01T00:00:00Z,12763784.89,1,Market Movement
2020-10-02T00:00:00Z,263311672.6,5,Change of Positions
2020-10-02T00:00:00Z,54000000,2,Market Movement
2020-10-05T00:00:00Z,120471787.9,6,Change of Positions
2020-10-05T00:00:00Z,323915363.7,2,Market Movement
2020-10-06T00:00:00Z,101097287,4,Change of Positions
2020-10-06T00:00:00Z,71000000,2,Market Movement
2020-10-07T00:00:00Z,22500000,1,Change of Positions
2020-10-07T00:00:00Z,65000000,2,Market Movement
2020-10-08T00:00:00Z,454122609.4,7,Change of Positions
2020-10-08T00:00:00Z,112798980,5,Market Movement
2020-10-09T00:00:00Z,26173802.46,2,Change of Positions
2020-10-09T00:00:00Z,10500000,1,Market Movement
2020-10-12T00:00:00Z,87500000,4,Change of Positions
2020-10-12T00:00:00Z,23500000,2,Market Movement
2020-10-13T00:00:00Z,222500000,5,Change of Positions
2020-10-14T00:00:00Z,94000000,6,Change of Positions
2020-10-14T00:00:00Z,16000000,1,Market Movement
2020-10-15T00:00:00Z,150000000,7,Change of Positions
2020-10-15T00:00:00Z,718424885.5,16,Market Movement
2020-10-16T00:00:00Z,92500000,5,Change of Positions
2020-10-16T00:00:00Z,631415552.3,12,Market Movement
2020-10-19T00:00:00Z,24824878.78,2,Change of Positions
2020-10-19T00:00:00Z,54060144.99,2,Market Movement
2020-10-20T00:00:00Z,178917442.8,6,Change of Positions
2020-10-21T00:00:00Z,396265440.4,11,Change of Positions
2020-10-21T00:00:00Z,118424932,5,Market Movement
2020-10-22T00:00:00Z,63651425.43,3,Change of Positions
2020-10-22T00:00:00Z,73809189.76,5,Market Movement
2020-10-23T00:00:00Z,44500000,3,Change of Positions
2020-10-23T00:00:00Z,396431404.6,7,Market Movement
2020-10-26T00:00:00Z,113766858.4,6,Change of Positions
2020-10-26T00:00:00Z,269916575,8,Market Movement
2020-10-27T00:00:00Z,184983109.4,11,Change of Positions
2020-10-27T00:00:00Z,131929344.2,6,Market Movement
2020-10-28T00:00:00Z,323173616.4,11,Change of Positions
2020-10-28T00:00:00Z,1102692917,24,Market Movement
2020-10-29T00:00:00Z,276356459.3,11,Change of Positions
2020-10-29T00:00:00Z,456251196.2,8,Market Movement
2020-10-30T00:00:00Z,213064797.4,5,Change of Positions
2020-10-30T00:00:00Z,28451786.63,2,Market Movement
2020-11-02T00:00:00Z,108000000,5,Change of Positions
2020-11-02T00:00:00Z,571993305.9,13,Market Movement
2020-11-03T00:00:00Z,48518372.93,3,Change of Positions
2020-11-03T00:00:00Z,839590171.3,17,Market Movement
2020-11-04T00:00:00Z,194598327.8,5,Change of Positions
2020-11-04T00:00:00Z,979045943.2,20,Market Movement
2020-11-05T00:00:00Z,102278785.3,5,Change of Positions
2020-11-05T00:00:00Z,814215643.8,14,Market Movement
2020-11-06T00:00:00Z,138047599,7,Change of Positions
2020-11-06T00:00:00Z,102223720,6,Market Movement
2020-11-09T00:00:00Z,216913069.1,7,Change of Positions
2020-11-09T00:00:00Z,4645814360,66,Market Movement
2020-11-10T00:00:00Z,513776422.8,17,Change of Positions
2020-11-10T00:00:00Z,1254940450,17,Market Movement
2020-11-11T00:00:00Z,594500000,14,Change of Positions
2020-11-11T00:00:00Z,58089000.42,2,Market Movement
2020-11-12T00:00:00Z,141000000,7,Change of Positions
2020-11-12T00:00:00Z,172500000,4,Market Movement
2020-11-13T00:00:00Z,167000000,5,Change of Positions
2020-11-13T00:00:00Z,30000000,2,Market Movement
2020-11-16T00:00:00Z,230911665.3,12,Change of Positions
2020-11-16T00:00:00Z,363020353.2,10,Market Movement
2020-11-17T00:00:00Z,93926780,6,Change of Positions
2020-11-18T00:00:00Z,245500000,6,Change of Positions
2020-11-19T00:00:00Z,144232589.6,5,Change of Positions
2020-11-20T00:00:00Z,1016138666,7,Change of Positions
2020-11-20T00:00:00Z,19388013.15,1,Market Movement
2020-11-23T00:00:00Z,56503319.05,3,Change of Positions
2020-11-23T00:00:00Z,52500000,2,Market Movement
2020-11-24T00:00:00Z,85319637.59,4,Change of Positions
2020-11-24T00:00:00Z,470209018.1,5,Market Movement
2020-11-25T00:00:00Z,207799411.3,7,Change of Positions
2020-11-25T00:00:00Z,19500000,1,Market Movement
2020-11-26T00:00:00Z,246500000,8,Change of Positions
2020-11-26T00:00:00Z,23000000,1,Market Movement
2020-11-27T00:00:00Z,187420567,8,Change of Positions
2020-11-30T00:00:00Z,456989983.3,7,Change of Positions
2020-11-30T00:00:00Z,22500000,1,Market Movement
2020-12-01T00:00:00Z,227012624.3,8,Change of Positions
2020-12-01T00:00:00Z,114195968.3,6,Market Movement
2020-12-02T00:00:00Z,74500000,5,Change of Positions
2020-12-03T00:00:00Z,181721545.6,6,Change of Positions
2020-12-03T00:00:00Z,16500000,1,Market Movement
2020-12-04T00:00:00Z,110603544.7,2,Change of Positions
2020-12-04T00:00:00Z,16500000,1,Market Movement
2020-12-07T00:00:00Z,330118073.9,8,Change of Positions
2020-12-07T00:00:00Z,212906395,7,Market Movement
2020-12-08T00:00:00Z,119988147.9,3,Change of Positions
2020-12-08T00:00:00Z,19500000,1,Market Movement
2020-12-09T00:00:00Z,354247625.7,6,Change of Positions
2020-12-09T00:00:00Z,63971462.03,5,Market Movement
2020-12-10T00:00:00Z,74595749.07,4,Change of Positions
2020-12-10T00:00:00Z,29840146.24,3,Market Movement
2020-12-11T00:00:00Z,212837593.8,8,Change of Positions
2020-12-11T00:00:00Z,181604343.4,7,Market Movement
2020-12-15T00:00:00Z,474275123.6,8,Change of Positions
2020-12-16T00:00:00Z,169000000,8,Change of Positions
2020-12-16T00:00:00Z,845781404.9,15,Market Movement
2020-12-17T00:00:00Z,591088190.4,17,Change of Positions
2020-12-17T00:00:00Z,18500000,1,Market Movement
2020-12-18T00:00:00Z,496915939.3,10,Change of Positions
2020-12-18T00:00:00Z,38484349.03,3,Market Movement
2020-12-21T00:00:00Z,461704468.9,15,Change of Positions
2020-12-21T00:00:00Z,592500000,13,Market Movement
2020-12-22T00:00:00Z,183448525.2,3,Change of Positions
2020-12-22T00:00:00Z,101107732.8,4,Market Movement
2020-12-23T00:00:00Z,82500000,4,Change of Positions
2020-12-23T00:00:00Z,420697012.3,9,Market Movement
2020-12-24T00:00:00Z,18000000,1,Change of Positions
2020-12-28T00:00:00Z,19232343.07,1,Change of Positions
2020-12-28T00:00:00Z,149052223.8,7,Market Movement
2020-12-29T00:00:00Z,372907170.2,8,Change of Positions
2020-12-30T00:00:00Z,94341736.71,4,Change of Positions
2020-12-30T00:00:00Z,94970212.72,2,Market Movement
2020-12-31T00:00:00Z,114000000,1,Change of Positions
2021-01-04T00:00:00Z,157045543.3,10,Change of Positions
2021-01-04T00:00:00Z,397522847.1,11,Market Movement
2021-01-05T00:00:00Z,321785347.6,15,Change of Positions
2021-01-05T00:00:00Z,43000000,1,Market Movement
2021-01-06T00:00:00Z,599612984.3,8,Change of Positions
2021-01-06T00:00:00Z,1275825432,22,Market Movement
2021-01-07T00:00:00Z,169810850.4,6,Change of Positions
2021-01-08T00:00:00Z,132367346.9,4,Change of Positions
2021-01-08T00:00:00Z,68000000,2,Market Movement
2021-01-11T00:00:00Z,119625092.5,3,Change of Positions
2021-01-11T00:00:00Z,115735418.2,6,Market Movement
2021-01-12T00:00:00Z,75500000,3,Change of Positions
2021-01-12T00:00:00Z,326098310.5,9,Market Movement
2021-01-13T00:00:00Z,176289495.3,9,Change of Positions
2021-01-13T00:00:00Z,258680420.8,8,Market Movement
2021-01-14T00:00:00Z,289484328.6,9,Change of Positions
2021-01-14T00:00:00Z,138671395.6,4,Market Movement
2021-01-15T00:00:00Z,162584426.3,5,Change of Positions
2021-01-15T00:00:00Z,70633949.87,4,Market Movement
2021-01-18T00:00:00Z,15000000,1,Change of Positions
2021-01-18T00:00:00Z,66892446.06,3,Market Movement
2021-01-19T00:00:00Z,16000000,1,Change of Positions
2021-01-20T00:00:00Z,129000000,7,Change of Positions
2021-01-21T00:00:00Z,41000000,3,Change of Positions
2021-01-21T00:00:00Z,332649482.3,9,Market Movement
2021-01-22T00:00:00Z,203767807.2,8,Change of Positions
2021-01-22T00:00:00Z,12500000,1,Market Movement
2021-01-25T00:00:00Z,241144503,12,Change of Positions
2021-01-25T00:00:00Z,427239302.2,9,Market Movement
2021-01-26T00:00:00Z,243292596.6,7,Change of Positions
2021-01-26T00:00:00Z,310781279.4,13,Market Movement
2021-01-27T00:00:00Z,311879643.4,12,Change of Positions
2021-01-27T00:00:00Z,182500000,3,Market Movement
2021-01-28T00:00:00Z,106500000,5,Change of Positions
2021-01-28T00:00:00Z,379801864,9,Market Movement
2021-01-29T00:00:00Z,361851351.4,8,Change of Positions
2021-01-29T00:00:00Z,611035460.4,19,Market Movement
2021-02-01T00:00:00Z,140098973.8,3,Change of Positions
2021-02-01T00:00:00Z,241633136.1,8,Market Movement
2021-02-02T00:00:00Z,96945200.93,4,Change of Positions
2021-02-02T00:00:00Z,411052981,11,Market Movement
2021-02-03T00:00:00Z,10000000,1,Change of Positions
2021-02-03T00:00:00Z,101982316.7,6,Market Movement
2021-02-04T00:00:00Z,256745581.9,3,Change of Positions
2021-02-04T00:00:00Z,128376125.4,4,Market Movement
2021-02-05T00:00:00Z,49000000,3,Change of Positions
2021-02-05T00:00:00Z,319708867.9,12,Market Movement
2021-02-08T00:00:00Z,109792099.8,4,Change of Positions
2021-02-08T00:00:00Z,168446433.3,8,Market Movement
2021-02-09T00:00:00Z,87418043.62,4,Change of Positions
2021-02-10T00:00:00Z,122659643.8,3,Change of Positions
2021-02-10T00:00:00Z,69500000,1,Market Movement
2021-02-11T00:00:00Z,104076438.6,4,Change of Positions
2021-02-11T00:00:00Z,134500000,6,Market Movement
2021-02-12T00:00:00Z,182507267.9,6,Change of Positions
2021-02-12T00:00:00Z,357465691.6,13,Market Movement
2021-02-15T00:00:00Z,26500000,1,Change of Positions
2021-02-15T00:00:00Z,703340703.5,20,Market Movement
2021-02-16T00:00:00Z,44205509.35,2,Change of Positions
2021-02-16T00:00:00Z,260963444.3,8,Market Movement
2021-02-17T00:00:00Z,394235329,5,Change of Positions
2021-02-17T00:00:00Z,47838308.46,2,Market Movement
2021-02-18T00:00:00Z,164322906.3,4,Change of Positions
2021-02-18T00:00:00Z,284643834.5,9,Market Movement
2021-02-19T00:00:00Z,17000000,1,Change of Positions
2021-02-19T00:00:00Z,392009771.3,12,Market Movement
2021-02-22T00:00:00Z,354403280.3,5,Change of Positions
2021-02-22T00:00:00Z,509312288.8,9,Market Movement
2021-02-23T00:00:00Z,213675409.7,6,Change of Positions
2021-02-23T00:00:00Z,724276172,17,Market Movement
2021-02-24T00:00:00Z,172816864.3,6,Change of Positions
2021-02-24T00:00:00Z,317998455.8,9,Market Movement
2021-02-25T00:00:00Z,225647239.3,8,Change of Positions
2021-02-25T00:00:00Z,557942100.1,18,Market Movement
2021-02-26T00:00:00Z,281578046.4,5,Change of Positions
2021-02-26T00:00:00Z,765521136.6,15,Market Movement
2021-03-01T00:00:00Z,72161992.86,3,Change of Positions
2021-03-01T00:00:00Z,1385231551,31,Market Movement
2021-03-02T00:00:00Z,570868806.1,10,Change of Positions
2021-03-02T00:00:00Z,247342786.5,9,Market Movement
2021-03-03T00:00:00Z,344305567.3,9,Change of Positions
2021-03-03T00:00:00Z,1006232896,25,Market Movement
2021-03-04T00:00:00Z,239554761.5,7,Change of Positions
2021-03-04T00:00:00Z,198500000,5,Market Movement
2021-03-05T00:00:00Z,343204305.6,8,Change of Positions
2021-03-05T00:00:00Z,409990199.4,11,Market Movement
2021-03-08T00:00:00Z,581674616.6,7,Change of Positions
2021-03-08T00:00:00Z,917481263.9,23,Market Movement
2021-03-09T00:00:00Z,281000000,7,Change of Positions
2021-03-09T00:00:00Z,501438455.6,12,Market Movement
2021-03-10T00:00:00Z,112794651.9,3,Change of Positions
2021-03-10T00:00:00Z,103488059.2,4,Market Movement
2021-03-11T00:00:00Z,39653479.82,3,Change of Positions
2021-03-11T00:00:00Z,623263852.8,17,Market Movement
2021-03-12T00:00:00Z,710480306.7,8,Change of Positions
2021-03-12T00:00:00Z,444954512.4,11,Market Movement
2021-03-15T00:00:00Z,153761745,7,Change of Positions
2021-03-15T00:00:00Z,264216707.9,10,Market Movement
2021-03-16T00:00:00Z,628240147.6,18,Change of Positions
2021-03-16T00:00:00Z,100192101.3,4,Market Movement
2021-03-17T00:00:00Z,241806500.4,4,Change of Positions
2021-03-17T00:00:00Z,600715690.5,16,Market Movement
2021-03-18T00:00:00Z,269917058.4,6,Change of Positions
2021-03-18T00:00:00Z,221237020.3,8,Market Movement
2021-03-19T00:00:00Z,207186107.1,7,Change of Positions
2021-03-19T00:00:00Z,393435485.2,11,Market Movement
2021-03-22T00:00:00Z,228895055.8,4,Change of Positions
2021-03-22T00:00:00Z,62940717.76,2,Market Movement
2021-03-23T00:00:00Z,1206356896,6,Change of Positions
2021-03-23T00:00:00Z,107500000,4,Market Movement
2021-03-24T00:00:00Z,132500000,5,Change of Positions
2021-03-24T00:00:00Z,175000000,3,Market Movement
2021-03-25T00:00:00Z,181314353.5,5,Change of Positions
2021-03-25T00:00:00Z,142353923.1,4,Market Movement
2021-03-26T00:00:00Z,442825236.4,12,Market Movement
2021-03-29T00:00:00Z,99412423.63,5,Change of Positions
2021-03-29T00:00:00Z,182733703.9,8,Market Movement
2021-03-30T00:00:00Z,27680776.77,2,Change of Positions
2021-03-30T00:00:00Z,786623943.3,18,Market Movement
2021-03-31T00:00:00Z,120437100.2,4,Change of Positions
2021-03-31T00:00:00Z,23000000,1,Market Movement
2021-04-01T00:00:00Z,320088625.9,4,Change of Positions
2021-04-01T00:00:00Z,213121658.4,8,Market Movement
2021-04-06T00:00:00Z,346630037.3,4,Change of Positions
2021-04-06T00:00:00Z,208019096,8,Market Movement
2021-04-07T00:00:00Z,69859811.51,4,Change of Positions
2021-04-08T00:00:00Z,18500000,1,Change of Positions
2021-04-08T00:00:00Z,52000000,2,Market Movement
2021-04-09T00:00:00Z,120000000,1,Change of Positions
2021-04-09T00:00:00Z,145349916.7,7,Market Movement
2021-04-12T00:00:00Z,87500000,2,Market Movement
2021-04-13T00:00:00Z,127000000,2,Change of Positions
2021-04-14T00:00:00Z,71464393.18,3,Change of Positions
2021-04-14T00:00:00Z,22825452.27,2,Market Movement
2021-04-15T00:00:00Z,69000000,3,Change of Positions
2021-04-15T00:00:00Z,219982456.1,7,Market Movement
2021-04-16T00:00:00Z,90546721.17,5,Change of Positions
2021-04-16T00:00:00Z,147908208,7,Market Movement
2021-04-19T00:00:00Z,97020980.47,3,Change of Positions
2021-04-19T00:00:00Z,152807194.8,6,Market Movement
2021-04-20T00:00:00Z,115353248.7,4,Change of Positions
2021-04-20T00:00:00Z,447589204.2,7,Market Movement
2021-04-21T00:00:00Z,248000000,4,Change of Positions
2021-04-21T00:00:00Z,222755600.9,9,Market Movement
2021-04-22T00:00:00Z,392150340.4,10,Change of Positions
2021-04-22T00:00:00Z,214923626.1,8,Market Movement
2021-04-23T00:00:00Z,108445300.8,5,Change of Positions
2021-04-26T00:00:00Z,61964106.07,2,Change of Positions
2021-04-26T00:00:00Z,21500000,1,Market Movement
2021-04-27T00:00:00Z,11581733.95,1,Change of Positions
2021-04-27T00:00:00Z,29000000,1,Market Movement
2021-04-28T00:00:00Z,36454018.23,1,Change of Positions
2021-04-28T00:00:00Z,441707474.3,10,Market Movement
2021-04-29T00:00:00Z,102715516.5,4,Change of Positions
2021-04-29T00:00:00Z,491427832.7,16,Market Movement
2021-04-30T00:00:00Z,292225873.2,4,Change of Positions
2021-04-30T00:00:00Z,12000000,1,Market Movement
2021-05-03T00:00:00Z,190609930.3,7,Change of Positions
2021-05-03T00:00:00Z,175122589.4,8,Market Movement
2021-05-04T00:00:00Z,144745611.8,6,Change of Positions
2021-05-04T00:00:00Z,695802262.7,13,Market Movement
2021-05-05T00:00:00Z,270958350.7,4,Change of Positions
2021-05-05T00:00:00Z,442525942.1,16,Market Movement
2021-05-06T00:00:00Z,35724502.66,3,Change of Positions
2021-05-06T00:00:00Z,23500000,1,Market Movement
2021-05-07T00:00:00Z,22000000,1,Change of Positions
2021-05-07T00:00:00Z,185392886.1,7,Market Movement
2021-05-10T00:00:00Z,13500000,1,Change of Positions
2021-05-10T00:00:00Z,30719981.56,1,Market Movement
2021-05-11T00:00:00Z,59771158.59,4,Change of Positions
2021-05-11T00:00:00Z,1261926633,24,Market Movement
2021-05-12T00:00:00Z,388549684.3,7,Change of Positions
2021-05-12T00:00:00Z,119213731,3,Market Movement
2021-05-13T00:00:00Z,235417432.3,5,Change of Positions
2021-05-13T00:00:00Z,691676889.3,9,Market Movement
2021-05-14T00:00:00Z,88672688.28,4,Change of Positions
2021-05-14T00:00:00Z,738210880.1,16,Market Movement
2021-05-17T00:00:00Z,86057811.08,3,Change of Positions
2021-05-18T00:00:00Z,30000000,2,Change of Positions
2021-05-18T00:00:00Z,70500000,2,Market Movement
2021-05-19T00:00:00Z,225986734.4,9,Change of Positions
2021-05-19T00:00:00Z,910878363.8,18,Market Movement
2021-05-20T00:00:00Z,185219741,3,Change of Positions
2021-05-20T00:00:00Z,286692329.8,10,Market Movement
2021-05-21T00:00:00Z,60000000,4,Change of Positions
2021-05-21T00:00:00Z,355699540.5,9,Market Movement
2021-05-24T00:00:00Z,15000000,1,Change of Positions
2021-05-24T00:00:00Z,99781035.05,4,Market Movement
2021-05-25T00:00:00Z,84615786.04,5,Change of Positions
2021-05-25T00:00:00Z,54500000,1,Market Movement
2021-05-26T00:00:00Z,283014392,11,Change of Positions
2021-05-26T00:00:00Z,266428765.4,9,Market Movement
2021-05-27T00:00:00Z,37414002.3,3,Change of Positions
2021-05-27T00:00:00Z,65326856.55,5,Market Movement
2021-05-28T00:00:00Z,130000000,7,Change of Positions
2021-05-28T00:00:00Z,222001482.5,9,Market Movement
2021-05-31T00:00:00Z,87500000,4,Change of Positions
2021-05-31T00:00:00Z,42500000,1,Market Movement
2021-06-01T00:00:00Z,56904907.98,3,Change of Positions
2021-06-01T00:00:00Z,448000000,12,Market Movement
2021-06-02T00:00:00Z,222717955,8,Change of Positions
2021-06-02T00:00:00Z,41053504.02,2,Market Movement
2021-06-03T00:00:00Z,534862189.2,5,Change of Positions
2021-06-03T00:00:00Z,27539016.99,2,Market Movement
2021-06-04T00:00:00Z,309403317.7,5,Change of Positions
2021-06-04T00:00:00Z,92182718.49,4,Market Movement
2021-06-07T00:00:00Z,124223797.3,4,Change of Positions
2021-06-07T00:00:00Z,14800197.34,1,Market Movement
2021-06-08T00:00:00Z,94357823.02,4,Change of Positions
2021-06-08T00:00:00Z,226500000,7,Market Movement
2021-06-09T00:00:00Z,311430504.3,7,Change of Positions
2021-06-09T00:00:00Z,171890323.9,7,Market Movement
2021-06-10T00:00:00Z,168500000,3,Change of Positions
2021-06-11T00:00:00Z,258938144.3,6,Change of Positions
2021-06-11T00:00:00Z,316152489.3,12,Market Movement
2021-06-14T00:00:00Z,120135402.9,5,Change of Positions
2021-06-14T00:00:00Z,15000000,1,Market Movement
2021-06-15T00:00:00Z,303863561.3,8,Change of Positions
2021-06-15T00:00:00Z,42500000,2,Market Movement
2021-06-16T00:00:00Z,159644836.7,5,Change of Positions
2021-06-17T00:00:00Z,172186819.9,7,Change of Positions
2021-06-17T00:00:00Z,327871875.9,9,Market Movement
2021-06-18T00:00:00Z,609629349.5,11,Change of Positions
2021-06-18T00:00:00Z,358523869.6,4,Market Movement
2021-06-21T00:00:00Z,545319779.7,7,Change of Positions
2021-06-21T00:00:00Z,324829472.9,10,Market Movement
2021-06-22T00:00:00Z,121069446.8,1,Change of Positions
2021-06-22T00:00:00Z,49065116.53,4,Market Movement
2021-06-23T00:00:00Z,163714500.9,6,Change of Positions
2021-06-23T00:00:00Z,103500000,2,Market Movement
2021-06-24T00:00:00Z,23229222.52,2,Change of Positions
2021-06-24T00:00:00Z,347506265.1,9,Market Movement
2021-06-25T00:00:00Z,46297071.13,3,Change of Positions
2021-06-25T00:00:00Z,187981704.1,7,Market Movement
2021-06-28T00:00:00Z,84552476.91,2,Change of Positions
2021-06-28T00:00:00Z,67915197.31,4,Market Movement
2021-06-29T00:00:00Z,103014804.8,6,Change of Positions
2021-06-29T00:00:00Z,41000000,2,Market Movement
2021-06-30T00:00:00Z,299360484.7,9,Change of Positions
2021-06-30T00:00:00Z,364372433.5,8,Market Movement
2021-07-01T00:00:00Z,81012285.43,3,Change of Positions
2021-07-01T00:00:00Z,362927128.9,9,Market Movement
2021-07-02T00:00:00Z,184181975.8,5,Change of Positions
2021-07-02T00:00:00Z,180012771.7,9,Market Movement
2021-07-05T00:00:00Z,117500000,2,Change of Positions
2021-07-05T00:00:00Z,79042060.72,5,Market Movement
2021-07-06T00:00:00Z,101944754.2,5,Change of Positions
2021-07-06T00:00:00Z,595376583.9,17,Market Movement
2021-07-07T00:00:00Z,136047586.8,6,Change of Positions
2021-07-07T00:00:00Z,349505874.4,13,Market Movement
2021-07-08T00:00:00Z,87109224.53,5,Change of Positions
2021-07-08T00:00:00Z,999260651.2,26,Market Movement
2021-07-09T00:00:00Z,250725501.8,4,Change of Positions
2021-07-09T00:00:00Z,331082538.7,14,Market Movement
2021-07-12T00:00:00Z,88171447.86,5,Change of Positions
2021-07-12T00:00:00Z,177686466.4,5,Market Movement
2021-07-13T00:00:00Z,106500000,4,Change of Positions
2021-07-13T00:00:00Z,11500000,1,Market Movement
2021-07-14T00:00:00Z,186937690.5,4,Change of Positions
2021-07-14T00:00:00Z,59076299.84,5,Market Movement
2021-07-15T00:00:00Z,31359640.95,2,Change of Positions
2021-07-15T00:00:00Z,75000000,2,Market Movement
2021-07-16T00:00:00Z,19911879.34,1,Change of Positions
2021-07-16T00:00:00Z,77000000,4,Market Movement
2021-07-19T00:00:00Z,421228029.9,13,Change of Positions
2021-07-19T00:00:00Z,812322709.5,19,Market Movement
2021-07-20T00:00:00Z,98015923.57,4,Change of Positions
2021-07-20T00:00:00Z,319759023.4,12,Market Movement
2021-07-21T00:00:00Z,54500000,2,Change of Positions
2021-07-21T00:00:00Z,325867424,16,Market Movement
2021-07-22T00:00:00Z,10500000,1,Change of Positions
2021-07-22T00:00:00Z,334069002.1,10,Market Movement
2021-07-23T00:00:00Z,135055196.7,3,Change of Positions
2021-07-23T00:00:00Z,270979932.6,10,Market Movement
2021-07-26T00:00:00Z,68875854.42,2,Change of Positions
2021-07-26T00:00:00Z,374000000,6,Market Movement
2021-07-27T00:00:00Z,35000000,1,Change of Positions
2021-07-27T00:00:00Z,360000000,4,Market Movement
2021-07-28T00:00:00Z,38112983.82,2,Change of Positions
2021-07-28T00:00:00Z,323370204.1,7,Market Movement
2021-07-29T00:00:00Z,151485387,5,Change of Positions
2021-07-29T00:00:00Z,194453837.6,4,Market Movement
2021-07-30T00:00:00Z,53797914.39,2,Change of Positions
