FACT_DATE,TYPE,DEBIT_EUR,TYP
14/05/2021,MARGIN CALL,826883568,ID
13/05/2021,MARGIN CALL,404078684,EOD
13/05/2021,VAR MARGIN PAID,860444724,EOD
13/05/2021,MARGIN CALL,927094322,ID
12/05/2021,MARGIN CALL,530763416,ID
12/05/2021,MARGIN CALL,718088393,EOD
12/05/2021,VAR MARGIN PAID,1728450481,EOD
11/05/2021,MARGIN CALL,497700112,EOD
11/05/2021,VAR MARGIN PAID,4168060041,EOD
11/05/2021,MARGIN CALL,1321697792,ID
10/05/2021,VAR MARGIN PAID,1170740309,EOD
10/05/2021,MARGIN CALL,44219982,ID
10/05/2021,MARGIN CALL,471450193,EOD
07/05/2021,MARGIN CALL,221987431,ID
07/05/2021,MARGIN CALL,535676380,EOD
07/05/2021,VAR MARGIN PAID,1669266777,EOD
06/05/2021,VAR MARGIN PAID,596469320,EOD
06/05/2021,MARGIN CALL,59224503,ID
06/05/2021,MARGIN CALL,569806502,EOD
05/05/2021,MARGIN CALL,1328376182,EOD
05/05/2021,VAR MARGIN PAID,2639382350,EOD
05/05/2021,MARGIN CALL,713484293,ID
04/05/2021,MARGIN CALL,840547875,ID
04/05/2021,MARGIN CALL,1106875353,EOD
04/05/2021,VAR MARGIN PAID,3336345588,EOD
03/05/2021,MARGIN CALL,365732519,ID
03/05/2021,MARGIN CALL,765280314,EOD
03/05/2021,VAR MARGIN PAID,977748675,EOD
30/04/2021,VAR MARGIN PAID,1016706652,EOD
30/04/2021,MARGIN CALL,304225873,ID
30/04/2021,MARGIN CALL,438435012,EOD
29/04/2021,MARGIN CALL,594143350,ID
29/04/2021,MARGIN CALL,531219332,EOD
29/04/2021,VAR MARGIN PAID,2268318426,EOD
28/04/2021,MARGIN CALL,478161492,ID
28/04/2021,MARGIN CALL,629062152,EOD
28/04/2021,VAR MARGIN PAID,1397184155,EOD
27/04/2021,MARGIN CALL,334325995,EOD
27/04/2021,MARGIN CALL,40581734,ID
27/04/2021,VAR MARGIN PAID,929335144,EOD
26/04/2021,MARGIN CALL,685351460,EOD
26/04/2021,VAR MARGIN PAID,665130123,EOD
26/04/2021,MARGIN CALL,83464106,ID
23/04/2021,MARGIN CALL,455954221,EOD
23/04/2021,MARGIN CALL,108445301,ID
23/04/2021,VAR MARGIN PAID,773180708,EOD
22/04/2021,MARGIN CALL,677917837,EOD
22/04/2021,VAR MARGIN PAID,1299405774,EOD
22/04/2021,MARGIN CALL,607073966,ID
21/04/2021,MARGIN CALL,470675377,EOD
21/04/2021,VAR MARGIN PAID,1919085038,EOD
21/04/2021,MARGIN CALL,470755601,ID
20/04/2021,VAR MARGIN PAID,2756911667,EOD
20/04/2021,MARGIN CALL,621067431,EOD
20/04/2021,MARGIN CALL,562942453,ID
19/04/2021,MARGIN CALL,760688045,EOD
19/04/2021,MARGIN CALL,568066646,ID
19/04/2021,VAR MARGIN PAID,1422925769,EOD
16/04/2021,MARGIN CALL,775773990,EOD
16/04/2021,MARGIN CALL,238454930,ID
16/04/2021,VAR MARGIN PAID,1828396740,EOD
15/04/2021,MARGIN CALL,288982456,ID
15/04/2021,VAR MARGIN PAID,1765574998,EOD
15/04/2021,MARGIN CALL,471023571,EOD
14/04/2021,MARGIN CALL,592329452,EOD
14/04/2021,MARGIN CALL,94289845,ID
14/04/2021,VAR MARGIN PAID,1614300016,EOD
13/04/2021,MARGIN CALL,612477688,EOD
13/04/2021,VAR MARGIN PAID,506899896,EOD
13/04/2021,MARGIN CALL,127000000,ID
12/04/2021,MARGIN CALL,87500000,ID
12/04/2021,MARGIN CALL,232444992,EOD
12/04/2021,VAR MARGIN PAID,1091121238,EOD
09/04/2021,VAR MARGIN PAID,1585814696,EOD
09/04/2021,MARGIN CALL,265349917,ID
09/04/2021,MARGIN CALL,274680038,EOD
08/04/2021,VAR MARGIN PAID,1132076222,EOD
08/04/2021,MARGIN CALL,251397833,EOD
08/04/2021,MARGIN CALL,70500000,ID
07/04/2021,MARGIN CALL,69859812,ID
07/04/2021,VAR MARGIN PAID,711748593,EOD
07/04/2021,MARGIN CALL,353416086,EOD
06/04/2021,VAR MARGIN PAID,1160981069,EOD
06/04/2021,MARGIN CALL,554649133,ID
06/04/2021,MARGIN CALL,1266473586,EOD
01/04/2021,MARGIN CALL,883214101,EOD
01/04/2021,MARGIN CALL,533210284,ID
01/04/2021,VAR MARGIN PAID,1847859649,EOD
31/03/2021,MARGIN CALL,521329383,EOD
31/03/2021,MARGIN CALL,143437100,ID
31/03/2021,VAR MARGIN PAID,1017829726,EOD
30/03/2021,VAR MARGIN PAID,2099082210,EOD
30/03/2021,MARGIN CALL,648202962,EOD
30/03/2021,MARGIN CALL,814304720,ID
29/03/2021,MARGIN CALL,351788900,EOD
29/03/2021,MARGIN CALL,282146127,ID
29/03/2021,VAR MARGIN PAID,1684667466,EOD
26/03/2021,VAR MARGIN PAID,2034657728,EOD
26/03/2021,MARGIN CALL,442825236,ID
26/03/2021,MARGIN CALL,274658859,EOD
25/03/2021,MARGIN CALL,438328324,EOD
25/03/2021,MARGIN CALL,323668277,ID
25/03/2021,VAR MARGIN PAID,1519490940,EOD
24/03/2021,MARGIN CALL,214048480,EOD
24/03/2021,MARGIN CALL,307500000,ID
24/03/2021,VAR MARGIN PAID,1127437804,EOD
23/03/2021,MARGIN CALL,270459090,EOD
23/03/2021,MARGIN CALL,1313856896,ID
23/03/2021,VAR MARGIN PAID,1620148652,EOD
22/03/2021,VAR MARGIN PAID,862936144,EOD
22/03/2021,MARGIN CALL,291835774,ID
22/03/2021,MARGIN CALL,618208380,EOD
19/03/2021,MARGIN CALL,4903104791,EOD
19/03/2021,MARGIN CALL,600621592,ID
19/03/2021,VAR MARGIN PAID,1964493589,EOD
18/03/2021,MARGIN CALL,1323286029,EOD
18/03/2021,MARGIN CALL,491154079,ID
18/03/2021,VAR MARGIN PAID,2125616912,EOD
17/03/2021,MARGIN CALL,842522191,ID
17/03/2021,MARGIN CALL,1086189780,EOD
17/03/2021,VAR MARGIN PAID,2389354936,EOD
16/03/2021,MARGIN CALL,728432249,ID
16/03/2021,VAR MARGIN PAID,1042815800,EOD
16/03/2021,VAR MARGIN PAID,1933921,ID
16/03/2021,MARGIN CALL,556253653,EOD
15/03/2021,MARGIN CALL,417978453,ID
15/03/2021,VAR MARGIN PAID,1743870538,EOD
15/03/2021,MARGIN CALL,420479735,EOD
12/03/2021,VAR MARGIN PAID,2580733260,EOD
12/03/2021,MARGIN CALL,1155434819,ID
12/03/2021,MARGIN CALL,562336362,EOD
11/03/2021,VAR MARGIN PAID,1763067214,EOD
11/03/2021,MARGIN CALL,529091192,EOD
11/03/2021,MARGIN CALL,662917333,ID
10/03/2021,MARGIN CALL,216282711,ID
10/03/2021,MARGIN CALL,449925178,EOD
10/03/2021,VAR MARGIN PAID,1814856919,EOD
09/03/2021,MARGIN CALL,782438455,ID
09/03/2021,VAR MARGIN PAID,1817389702,EOD
09/03/2021,MARGIN CALL,626317626,EOD
08/03/2021,VAR MARGIN PAID,3379440891,EOD
08/03/2021,MARGIN CALL,1499155880,ID
08/03/2021,MARGIN CALL,1675294126,EOD
05/03/2021,MARGIN CALL,753194505,ID
05/03/2021,MARGIN CALL,835803672,EOD
05/03/2021,VAR MARGIN PAID,2430719482,EOD
04/03/2021,MARGIN CALL,357934826,EOD
04/03/2021,MARGIN CALL,438054762,ID
04/03/2021,VAR MARGIN PAID,1662282603,EOD
03/03/2021,VAR MARGIN PAID,2517348056,EOD
03/03/2021,MARGIN CALL,587287167,EOD
03/03/2021,MARGIN CALL,1350538464,ID
02/03/2021,VAR MARGIN PAID,1010396460,EOD
02/03/2021,MARGIN CALL,771404786,EOD
02/03/2021,MARGIN CALL,818211592,ID
01/03/2021,MARGIN CALL,1457393544,ID
01/03/2021,MARGIN CALL,1103531310,EOD
01/03/2021,VAR MARGIN PAID,4077496119,EOD
26/02/2021,VAR MARGIN PAID,3712239268,EOD
26/02/2021,MARGIN CALL,1047099183,ID
26/02/2021,MARGIN CALL,992723566,EOD
25/02/2021,MARGIN CALL,783589339,ID
25/02/2021,MARGIN CALL,376983661,EOD
25/02/2021,VAR MARGIN PAID,2514300711,EOD
24/02/2021,MARGIN CALL,490815320,ID
24/02/2021,MARGIN CALL,599291488,EOD
24/02/2021,VAR MARGIN PAID,1840168934,EOD
23/02/2021,MARGIN CALL,362427813,EOD
23/02/2021,MARGIN CALL,937951582,ID
23/02/2021,VAR MARGIN PAID,1844053257,EOD
22/02/2021,VAR MARGIN PAID,2267311388,EOD
22/02/2021,MARGIN CALL,417899877,EOD
22/02/2021,MARGIN CALL,863715569,ID
19/02/2021,MARGIN CALL,409009771,ID
19/02/2021,MARGIN CALL,1467234591,EOD
19/02/2021,VAR MARGIN PAID,2386301034,EOD
18/02/2021,MARGIN CALL,448966741,ID
18/02/2021,VAR MARGIN PAID,1498471052,EOD
18/02/2021,MARGIN CALL,308724610,EOD
17/02/2021,MARGIN CALL,442073637,ID
17/02/2021,MARGIN CALL,453659872,EOD
17/02/2021,VAR MARGIN PAID,1277875193,EOD
16/02/2021,MARGIN CALL,364309311,EOD
16/02/2021,MARGIN CALL,305168953,ID
16/02/2021,VAR MARGIN PAID,1521893216,EOD
15/02/2021,MARGIN CALL,950923292,EOD
15/02/2021,MARGIN CALL,921161467,ID
15/02/2021,VAR MARGIN PAID,2939360123,EOD
12/02/2021,MARGIN CALL,282997291,EOD
12/02/2021,MARGIN CALL,539972959,ID
12/02/2021,VAR MARGIN PAID,2105718823,EOD
11/02/2021,MARGIN CALL,238576439,ID
11/02/2021,VAR MARGIN PAID,1678792446,EOD
11/02/2021,MARGIN CALL,662691730,EOD
10/02/2021,MARGIN CALL,192159644,ID
10/02/2021,VAR MARGIN PAID,1065503580,EOD
10/02/2021,MARGIN CALL,362282953,EOD
09/02/2021,MARGIN CALL,448175556,EOD
09/02/2021,MARGIN CALL,87418044,ID
09/02/2021,VAR MARGIN PAID,898330954,EOD
08/02/2021,MARGIN CALL,602251056,EOD
08/02/2021,VAR MARGIN PAID,1100526674,EOD
08/02/2021,MARGIN CALL,278238533,ID
05/02/2021,VAR MARGIN PAID,1349876959,EOD
05/02/2021,MARGIN CALL,368708868,ID
05/02/2021,MARGIN CALL,427346439,EOD
04/02/2021,MARGIN CALL,838518073,EOD
04/02/2021,MARGIN CALL,385121707,ID
04/02/2021,VAR MARGIN PAID,1451842183,EOD
03/02/2021,MARGIN CALL,353576190,EOD
03/02/2021,VAR MARGIN PAID,1441047970,EOD
03/02/2021,MARGIN CALL,111982317,ID
02/02/2021,MARGIN CALL,643200810,EOD
02/02/2021,VAR MARGIN PAID,2605558062,EOD
02/02/2021,MARGIN CALL,507998183,ID
01/02/2021,MARGIN CALL,381732110,ID
01/02/2021,VAR MARGIN PAID,1729813048,EOD
01/02/2021,MARGIN CALL,746203348,EOD
29/01/2021,MARGIN CALL,800349803,EOD
29/01/2021,VAR MARGIN PAID,3342398108,EOD
29/01/2021,MARGIN CALL,972886812,ID
28/01/2021,VAR MARGIN PAID,786127227,EOD
28/01/2021,MARGIN CALL,486301864,ID
28/01/2021,MARGIN CALL,353203322,EOD
27/01/2021,MARGIN CALL,494379643,ID
27/01/2021,MARGIN CALL,778338603,EOD
27/01/2021,VAR MARGIN PAID,1980443983,EOD
26/01/2021,MARGIN CALL,475574174,EOD
26/01/2021,VAR MARGIN PAID,1914828095,EOD
26/01/2021,MARGIN CALL,554073876,ID
25/01/2021,MARGIN CALL,792634446,EOD
25/01/2021,MARGIN CALL,668383805,ID
25/01/2021,VAR MARGIN PAID,2309101628,EOD
22/01/2021,VAR MARGIN PAID,1386719938,EOD
22/01/2021,MARGIN CALL,701354991,EOD
22/01/2021,MARGIN CALL,216267807,ID
21/01/2021,VAR MARGIN PAID,1976195480,EOD
21/01/2021,MARGIN CALL,375881756,EOD
21/01/2021,MARGIN CALL,373649482,ID
20/01/2021,MARGIN CALL,650043740,EOD
20/01/2021,MARGIN CALL,129000000,ID
20/01/2021,VAR MARGIN PAID,1122010718,EOD
19/01/2021,MARGIN CALL,211095438,EOD
19/01/2021,MARGIN CALL,16000000,ID
19/01/2021,VAR MARGIN PAID,889593341,EOD
18/01/2021,VAR MARGIN PAID,1010690059,EOD
18/01/2021,MARGIN CALL,81892446,ID
18/01/2021,MARGIN CALL,475890809,EOD
15/01/2021,MARGIN CALL,233218376,ID
15/01/2021,MARGIN CALL,635163088,EOD
15/01/2021,VAR MARGIN PAID,1843649488,EOD
14/01/2021,MARGIN CALL,571413898,EOD
14/01/2021,MARGIN CALL,428155724,ID
14/01/2021,VAR MARGIN PAID,1682748486,EOD
13/01/2021,VAR MARGIN PAID,2545140374,EOD
13/01/2021,MARGIN CALL,434969916,ID
13/01/2021,MARGIN CALL,1004402183,EOD
12/01/2021,VAR MARGIN PAID,1612392375,EOD
12/01/2021,MARGIN CALL,401598310,ID
12/01/2021,MARGIN CALL,326278951,EOD
11/01/2021,MARGIN CALL,325535333,EOD
11/01/2021,VAR MARGIN PAID,1652769861,EOD
11/01/2021,MARGIN CALL,235360511,ID
08/01/2021,MARGIN CALL,410253465,EOD
08/01/2021,VAR MARGIN PAID,1161120691,EOD
08/01/2021,MARGIN CALL,200367347,ID
07/01/2021,MARGIN CALL,617977749,EOD
07/01/2021,MARGIN CALL,169810850,ID
07/01/2021,VAR MARGIN PAID,1202942253,EOD
06/01/2021,MARGIN CALL,1366110845,EOD
06/01/2021,MARGIN CALL,1875438416,ID
06/01/2021,VAR MARGIN PAID,2872524123,EOD
05/01/2021,MARGIN CALL,728313732,EOD
05/01/2021,VAR MARGIN PAID,1322847587,EOD
05/01/2021,MARGIN CALL,364785348,ID
04/01/2021,VAR MARGIN PAID,1526652438,EOD
04/01/2021,MARGIN CALL,698225118,EOD
04/01/2021,MARGIN CALL,554568390,ID
31/12/2020,MARGIN CALL,184576984,EOD
31/12/2020,MARGIN CALL,114000000,ID
31/12/2020,VAR MARGIN PAID,226059828,EOD
30/12/2020,MARGIN CALL,189311949,ID
30/12/2020,MARGIN CALL,237063600,EOD
30/12/2020,VAR MARGIN PAID,889676149,EOD
29/12/2020,MARGIN CALL,491006628,EOD
29/12/2020,VAR MARGIN PAID,977290620,EOD
29/12/2020,MARGIN CALL,372907170,ID
28/12/2020,MARGIN CALL,168284567,ID
28/12/2020,VAR MARGIN PAID,1682917106,EOD
28/12/2020,MARGIN CALL,586666928,EOD
24/12/2020,MARGIN CALL,18000000,ID
24/12/2020,VAR MARGIN PAID,194001743,EOD
24/12/2020,MARGIN CALL,175060960,EOD
23/12/2020,MARGIN CALL,516759399,ID
23/12/2020,MARGIN CALL,923238474,EOD
23/12/2020,VAR MARGIN PAID,2229805128,EOD
22/12/2020,MARGIN CALL,284556258,ID
22/12/2020,VAR MARGIN PAID,1419331316,EOD
22/12/2020,MARGIN CALL,554442824,EOD
21/12/2020,MARGIN CALL,726225416,EOD
21/12/2020,MARGIN CALL,1054204469,ID
21/12/2020,VAR MARGIN PAID,2802611755,EOD
18/12/2020,VAR MARGIN PAID,995680120,EOD
18/12/2020,MARGIN CALL,4133554862,EOD
18/12/2020,MARGIN CALL,535400288,ID
17/12/2020,MARGIN CALL,826604664,EOD
17/12/2020,MARGIN CALL,609588190,ID
17/12/2020,VAR MARGIN PAID,927090372,EOD
16/12/2020,MARGIN CALL,948905223,EOD
16/12/2020,VAR MARGIN PAID,2181630114,EOD
16/12/2020,MARGIN CALL,1014781405,ID
15/12/2020,MARGIN CALL,474275124,ID
15/12/2020,MARGIN CALL,1534488438,EOD
15/12/2020,VAR MARGIN PAID,714375147,EOD
14/12/2020,VAR MARGIN PAID,1281439864,EOD
14/12/2020,MARGIN CALL,1269680654,EOD
11/12/2020,MARGIN CALL,394441938,ID
11/12/2020,MARGIN CALL,819883438,EOD
11/12/2020,VAR MARGIN PAID,2437470978,EOD
10/12/2020,MARGIN CALL,369689961,EOD
10/12/2020,VAR MARGIN PAID,605937330,EOD
10/12/2020,MARGIN CALL,104435895,ID
09/12/2020,VAR MARGIN PAID,611026742,EOD
09/12/2020,MARGIN CALL,418219088,ID
09/12/2020,MARGIN CALL,489180856,EOD
08/12/2020,VAR MARGIN PAID,1283496622,EOD
08/12/2020,MARGIN CALL,139488148,ID
08/12/2020,MARGIN CALL,726332896,EOD
07/12/2020,VAR MARGIN PAID,1482266478,EOD
07/12/2020,MARGIN CALL,638735257,EOD
07/12/2020,MARGIN CALL,543024469,ID
04/12/2020,VAR MARGIN PAID,1159698811,EOD
04/12/2020,MARGIN CALL,527128545,EOD
04/12/2020,MARGIN CALL,127103545,ID
03/12/2020,MARGIN CALL,616382062,EOD
03/12/2020,MARGIN CALL,198221546,ID
03/12/2020,VAR MARGIN PAID,1270436702,EOD
02/12/2020,MARGIN CALL,74500000,ID
02/12/2020,VAR MARGIN PAID,946897456,EOD
02/12/2020,MARGIN CALL,324567540,EOD
01/12/2020,MARGIN CALL,341208592,ID
01/12/2020,VAR MARGIN PAID,2257375547,EOD
01/12/2020,MARGIN CALL,650244418,EOD
30/11/2020,VAR MARGIN PAID,1579640776,EOD
30/11/2020,MARGIN CALL,1136493140,EOD
30/11/2020,MARGIN CALL,479489983,ID
27/11/2020,MARGIN CALL,187420567,ID
27/11/2020,MARGIN CALL,698779062,EOD
27/11/2020,VAR MARGIN PAID,965218775,EOD
26/11/2020,MARGIN CALL,269500000,ID
26/11/2020,VAR MARGIN PAID,1095719212,EOD
26/11/2020,MARGIN CALL,586761611,EOD
25/11/2020,MARGIN CALL,296173107,EOD
25/11/2020,MARGIN CALL,227299411,ID
25/11/2020,VAR MARGIN PAID,906905684,EOD
24/11/2020,MARGIN CALL,555528656,ID
24/11/2020,VAR MARGIN PAID,1930792438,EOD
24/11/2020,MARGIN CALL,719991849,EOD
23/11/2020,VAR MARGIN PAID,1137385809,EOD
23/11/2020,MARGIN CALL,505434340,EOD
23/11/2020,MARGIN CALL,109003319,ID
20/11/2020,MARGIN CALL,722147545,EOD
20/11/2020,MARGIN CALL,1035526680,ID
20/11/2020,VAR MARGIN PAID,1019478440,EOD
19/11/2020,MARGIN CALL,144232590,ID
19/11/2020,VAR MARGIN PAID,1814259339,EOD
19/11/2020,MARGIN CALL,614775801,EOD
18/11/2020,MARGIN CALL,245500000,ID
18/11/2020,MARGIN CALL,895365327,EOD
18/11/2020,VAR MARGIN PAID,739823749,EOD
17/11/2020,VAR MARGIN PAID,870018489,EOD
17/11/2020,MARGIN CALL,443653744,EOD
17/11/2020,MARGIN CALL,93926780,ID
16/11/2020,MARGIN CALL,593932218,ID
16/11/2020,MARGIN CALL,900568868,EOD
16/11/2020,VAR MARGIN PAID,1575649717,EOD
13/11/2020,MARGIN CALL,197000000,ID
13/11/2020,MARGIN CALL,770904463,EOD
13/11/2020,VAR MARGIN PAID,929575720,EOD
12/11/2020,MARGIN CALL,1013853735,EOD
12/11/2020,MARGIN CALL,313500000,ID
12/11/2020,VAR MARGIN PAID,2291395439,EOD
11/11/2020,MARGIN CALL,652589000,ID
11/11/2020,VAR MARGIN PAID,1482084158,EOD
11/11/2020,MARGIN CALL,828078314,EOD
10/11/2020,VAR MARGIN PAID,2482745879,EOD
10/11/2020,MARGIN CALL,1988906576,ID
10/11/2020,MARGIN CALL,705528686,EOD
09/11/2020,VAR MARGIN PAID,7423736773,EOD
09/11/2020,MARGIN CALL,1639550914,EOD
09/11/2020,MARGIN CALL,4862727429,ID
06/11/2020,MARGIN CALL,240271319,ID
06/11/2020,MARGIN CALL,737900520,EOD
06/11/2020,VAR MARGIN PAID,1046559915,EOD
05/11/2020,VAR MARGIN PAID,1798899957,EOD
05/11/2020,MARGIN CALL,916494429,ID
05/11/2020,MARGIN CALL,598066472,EOD
04/11/2020,MARGIN CALL,636362322,EOD
04/11/2020,MARGIN CALL,1173644271,ID
04/11/2020,VAR MARGIN PAID,2678393433,EOD
03/11/2020,MARGIN CALL,449472758,EOD
03/11/2020,VAR MARGIN PAID,2849034041,EOD
03/11/2020,MARGIN CALL,888108544,ID
02/11/2020,MARGIN CALL,331490414,EOD
02/11/2020,MARGIN CALL,679993306,ID
02/11/2020,VAR MARGIN PAID,1973037950,EOD
30/10/2020,VAR MARGIN PAID,920871670,EOD
30/10/2020,MARGIN CALL,241516584,ID
30/10/2020,MARGIN CALL,568011999,EOD
29/10/2020,MARGIN CALL,503111784,EOD
29/10/2020,VAR MARGIN PAID,887958264,EOD
29/10/2020,MARGIN CALL,732607656,ID
28/10/2020,MARGIN CALL,1425866533,ID
28/10/2020,MARGIN CALL,1330698959,EOD
28/10/2020,VAR MARGIN PAID,3674553397,EOD
27/10/2020,MARGIN CALL,810346375,EOD
27/10/2020,MARGIN CALL,316912454,ID
27/10/2020,VAR MARGIN PAID,2088733872,EOD
26/10/2020,MARGIN CALL,1151796902,EOD
26/10/2020,MARGIN CALL,399183433,ID
26/10/2020,VAR MARGIN PAID,2281594244,EOD
23/10/2020,MARGIN CALL,663827209,EOD
23/10/2020,MARGIN CALL,440931405,ID
23/10/2020,VAR MARGIN PAID,919700103,EOD
22/10/2020,VAR MARGIN PAID,1468158258,EOD
22/10/2020,MARGIN CALL,137460615,ID
22/10/2020,MARGIN CALL,300490606,EOD
21/10/2020,MARGIN CALL,514690372,ID
21/10/2020,MARGIN CALL,581179840,EOD
21/10/2020,VAR MARGIN PAID,1985483530,EOD
20/10/2020,VAR MARGIN PAID,1364998227,EOD
20/10/2020,MARGIN CALL,369283668,EOD
20/10/2020,MARGIN CALL,178917443,ID
19/10/2020,VAR MARGIN PAID,783957301,EOD
19/10/2020,MARGIN CALL,78885024,ID
19/10/2020,MARGIN CALL,594978403,EOD
16/10/2020,MARGIN CALL,544903026,EOD
16/10/2020,MARGIN CALL,723915552,ID
16/10/2020,VAR MARGIN PAID,1838741635,EOD
15/10/2020,MARGIN CALL,960342315,EOD
15/10/2020,MARGIN CALL,868424885,ID
15/10/2020,VAR MARGIN PAID,3414767393,EOD
14/10/2020,MARGIN CALL,110000000,ID
14/10/2020,VAR MARGIN PAID,920005112,EOD
14/10/2020,MARGIN CALL,465702903,EOD
13/10/2020,MARGIN CALL,509630680,EOD
13/10/2020,VAR MARGIN PAID,1841640758,EOD
13/10/2020,MARGIN CALL,222500000,ID
12/10/2020,MARGIN CALL,111000000,ID
12/10/2020,VAR MARGIN PAID,1114326482,EOD
12/10/2020,MARGIN CALL,325130273,EOD
09/10/2020,MARGIN CALL,369127767,EOD
09/10/2020,MARGIN CALL,36673802,ID
09/10/2020,VAR MARGIN PAID,1180483483,EOD
08/10/2020,MARGIN CALL,566921589,ID
08/10/2020,MARGIN CALL,354441054,EOD
08/10/2020,VAR MARGIN PAID,1556490837,EOD
07/10/2020,MARGIN CALL,87500000,ID
07/10/2020,MARGIN CALL,557188440,EOD
07/10/2020,VAR MARGIN PAID,810591388,EOD
06/10/2020,MARGIN CALL,339122361,EOD
06/10/2020,MARGIN CALL,172097287,ID
06/10/2020,VAR MARGIN PAID,1016702434,EOD
05/10/2020,VAR MARGIN PAID,1467456531,EOD
05/10/2020,MARGIN CALL,264310094,EOD
05/10/2020,MARGIN CALL,444387152,ID
02/10/2020,MARGIN CALL,317311673,ID
02/10/2020,VAR MARGIN PAID,510425154,EOD
02/10/2020,MARGIN CALL,555342932,EOD
01/10/2020,MARGIN CALL,361475491,EOD
01/10/2020,VAR MARGIN PAID,883300294,EOD
01/10/2020,MARGIN CALL,102263785,ID
30/09/2020,MARGIN CALL,166465835,ID
30/09/2020,MARGIN CALL,481941350,EOD
30/09/2020,VAR MARGIN PAID,1283629211,EOD
29/09/2020,MARGIN CALL,138827636,ID
29/09/2020,VAR MARGIN PAID,994190176,EOD
29/09/2020,MARGIN CALL,568567242,EOD
28/09/2020,VAR MARGIN PAID,2676257356,EOD
28/09/2020,MARGIN CALL,535528104,EOD
28/09/2020,MARGIN CALL,946593106,ID
25/09/2020,VAR MARGIN PAID,1278393684,EOD
25/09/2020,MARGIN CALL,263129886,EOD
25/09/2020,MARGIN CALL,173500000,ID
24/09/2020,MARGIN CALL,473802558,EOD
24/09/2020,VAR MARGIN PAID,1288267312,EOD
24/09/2020,MARGIN CALL,266100472,ID
23/09/2020,VAR MARGIN PAID,749038982,EOD
23/09/2020,MARGIN CALL,537438607,EOD
23/09/2020,MARGIN CALL,276773369,ID
22/09/2020,MARGIN CALL,217386114,ID
22/09/2020,MARGIN CALL,351622281,EOD
22/09/2020,VAR MARGIN PAID,1207387071,EOD
21/09/2020,MARGIN CALL,1577935712,EOD
21/09/2020,VAR MARGIN PAID,4404045413,EOD
21/09/2020,MARGIN CALL,1132248634,ID
18/09/2020,VAR MARGIN PAID,1188387605,EOD
18/09/2020,MARGIN CALL,958318136,ID
18/09/2020,MARGIN CALL,2780036153,EOD
17/09/2020,MARGIN CALL,1264678280,EOD
17/09/2020,MARGIN CALL,352767314,ID
17/09/2020,VAR MARGIN PAID,1290477713,EOD
16/09/2020,VAR MARGIN PAID,463080024,EOD
16/09/2020,MARGIN CALL,558262154,ID
16/09/2020,MARGIN CALL,1212844563,EOD
15/09/2020,VAR MARGIN PAID,1047843772,EOD
15/09/2020,MARGIN CALL,560577027,ID
15/09/2020,MARGIN CALL,482367020,EOD
14/09/2020,MARGIN CALL,533775991,EOD
14/09/2020,VAR MARGIN PAID,800019003,EOD
14/09/2020,MARGIN CALL,233837319,ID
11/09/2020,MARGIN CALL,915818627,ID
11/09/2020,MARGIN CALL,473117299,EOD
11/09/2020,VAR MARGIN PAID,2015541711,EOD
10/09/2020,VAR MARGIN PAID,1144210770,EOD
10/09/2020,MARGIN CALL,312732778,EOD
10/09/2020,MARGIN CALL,334113674,ID
09/09/2020,MARGIN CALL,881806011,ID
09/09/2020,MARGIN CALL,1031356318,EOD
09/09/2020,VAR MARGIN PAID,2746510425,EOD
08/09/2020,MARGIN CALL,826006298,EOD
08/09/2020,VAR MARGIN PAID,2118727076,EOD
08/09/2020,MARGIN CALL,378000000,ID
07/09/2020,MARGIN CALL,738152645,ID
07/09/2020,VAR MARGIN PAID,2475371273,EOD
07/09/2020,MARGIN CALL,541256999,EOD
04/09/2020,MARGIN CALL,184986917,ID
04/09/2020,MARGIN CALL,850660523,EOD
04/09/2020,VAR MARGIN PAID,2146055232,EOD
03/09/2020,VAR MARGIN PAID,2106733660,EOD
03/09/2020,MARGIN CALL,1014521825,ID
03/09/2020,MARGIN CALL,577657911,EOD
02/09/2020,VAR MARGIN PAID,3337424077,EOD
02/09/2020,MARGIN CALL,873477594,EOD
02/09/2020,MARGIN CALL,1342421450,ID
01/09/2020,MARGIN CALL,328217277,ID
01/09/2020,MARGIN CALL,829479913,EOD
01/09/2020,VAR MARGIN PAID,1043269584,EOD
31/08/2020,VAR MARGIN PAID,1713923133,EOD
31/08/2020,MARGIN CALL,598482515,EOD
31/08/2020,MARGIN CALL,208188442,ID
28/08/2020,VAR MARGIN PAID,1045318321,EOD
28/08/2020,MARGIN CALL,381586907,EOD
28/08/2020,MARGIN CALL,155710076,ID
27/08/2020,VAR MARGIN PAID,1565941837,EOD
27/08/2020,MARGIN CALL,586753796,EOD
27/08/2020,MARGIN CALL,317185668,ID
26/08/2020,MARGIN CALL,254583166,EOD
26/08/2020,VAR MARGIN PAID,1043026913,EOD
26/08/2020,MARGIN CALL,320863771,ID
25/08/2020,VAR MARGIN PAID,2854565091,EOD
25/08/2020,MARGIN CALL,428134639,EOD
25/08/2020,MARGIN CALL,703654495,ID
24/08/2020,MARGIN CALL,1090280687,ID
24/08/2020,MARGIN CALL,628722698,EOD
24/08/2020,VAR MARGIN PAID,2109263761,EOD
21/08/2020,MARGIN CALL,493828089,EOD
21/08/2020,VAR MARGIN PAID,1071916975,EOD
